product_id,product_name,category,subcategory,brand,cost,selling_price
P2697,Bexley Snacks Classic,Grocery,Snacks,Orenda,10050.79,15418.32
P2698,Zylo Beverages,Grocery,Beverages,Orenda,10473.23,15409.56
P2699,Klipso Snacks Classic,Grocery,Snacks,Bexley,6370.09,7571.4
P2700,Vantra Snacks,Grocery,Snacks,Klipso,2574.79,3973.06
P2701,Vantra Staples Plus,Grocery,Staples,Zylo,7423.11,8572.27
P2702,Urbana Staples Plus,Grocery,Staples,Bexley,14332.74,19336.47
P2703,Petal Snacks Pro,Grocery,Snacks,Marvo,12552.21,17188.79
P2704,Urbana Staples Plus,Grocery,Staples,Urbana,1570.45,2192.71
P2705,Trekko Beverages,Grocery,Beverages,Aurex,14961.13,17413.19
P2706,Nordik Staples Classic,Grocery,Staples,Aurex,,15720.15
P2707,Marvo Snacks Lite,Grocery,Snacks,Nimbus,5938.3,7714.35
P2708,Urbana Staples Plus,Grocery,Staples,Aurex,13487.02,18231.68
P2709,Trekko Staples Air,Grocery,Staples,Lumex,6735.26,9949.39
P2710,Nimbus Staples Max,Grocery,Staples,Vantra,781.16,925.35
P2711,Aurex Snacks Pro,Grocery,Snacks,Vantra,374.25,533.38
P2712,Petal Snacks Max,Grocery,Snacks,Bexley,7907.96,11865.17
P2713,Solace Beverages,Grocery,Beverages,Trekko,7503.07,9294.26
P2714,Petal Staples Pro,Grocery,Staples,Solace,12086.95,15322.98
P2715,Nimbus Beverages Air,Grocery,Beverages,Nordik,14038.56,17550.58
P2716,Marvo Staples Lite,Grocery,Staples,Forgeon,2557.42,3445.69
P2717,Urbana Snacks Plus,Grocery,Snacks,Zylo,805.2,937.71
P2718,Lumex Beverages Pro,Grocery,Beverages,Trekko,7465.42,9227.58
P2719,Marvo Beverages Pro,Grocery,Beverages,Solace,,240.77
P2720,Solace Beverages Pro,Grocery,Beverages,Zylo,7186.64,9398.08
P2721,Petal Staples Pro,Grocery,Staples,Craveon,2075.27,2867.75
P2722,Bexley Snacks Plus,Grocery,Snacks,Petal,10669.48,15152.96
P2723,Craveon Beverages,Grocery,Beverages,Forgeon,5936.74,7154.0
P2724,Vantra Staples Air,Grocery,Staples,Petal,7517.33,11322.4
P2725,Marvo Staples Pro,Grocery,Staples,Urbana,7057.41,8668.42
P2726,Orenda Staples Lite,Grocery,Staples,Urbana,1441.15,2201.46
P2727,Zylo Snacks Air,Grocery,Snacks,Vantra,11157.99,14228.52
P2728,Nordik Beverages Pro,Grocery,Beverages,Petal,4465.52,6734.39
P2729,Craveon Snacks Pro,Grocery,Snacks,Nordik,2704.65,3689.18
P2730,Orenda Beverages Air,Grocery,Beverages,Zylo,10716.89,14023.65
P2731,Lumex Staples,Grocery,Staples,Craveon,646.54,802.42
P2732,Zylo Snacks Air,Grocery,Snacks,Klipso,13532.03,18393.38
P2733,Bexley Staples Max,Grocery,Staples,Lumex,12240.85,16797.8
P2734,Trekko Snacks Pro,Grocery,Snacks,Vantra,14156.85,21428.57
P2735,Trekko Beverages Plus,Grocery,Beverages,Zylo,7269.18,9284.99
P2736,Lumex Beverages Lite,Grocery,Beverages,Marvo,9044.95,12843.42
P2737,Zylo Beverages Max,Grocery,Beverages,Urbana,7500.41,11092.46
P2738,Orenda Beverages,Grocery,Beverages,Lumex,2790.76,3582.68
P2739,Lumex Staples Pro,Grocery,Staples,Nordik,10311.33,12875.48
P2740,Klipso Beverages Lite,Grocery,Beverages,Nimbus,6625.68,10173.69
P2741,Zylo Snacks Max,Grocery,Snacks,Solace,9406.85,14388.93
P2742,Nordik Staples Air,Grocery,Staples,Klipso,10850.5,15623.27
P2743,Nordik Snacks Classic,Grocery,Snacks,Aurex,8898.26,10739.16
P2744,Aurex Snacks Plus,Grocery,Snacks,Orenda,7819.73,9783.0
P2745,Trekko Snacks Classic,Grocery,Snacks,Marvo,14980.15,18826.82
P2746,Aurex Beverages Air,Grocery,Beverages,Aurex,3498.75,4896.69
P2747,Solace Snacks Max,Grocery,Snacks,Aurex,7688.68,8907.65
P2748,Craveon Snacks Max,Grocery,Snacks,Zylo,1986.52,2928.96
P2749,Lumex Snacks Pro,Grocery,Snacks,Aurex,7281.19,8798.63
P2750,Klipso Beverages Max,Grocery,Beverages,Aurex,7005.38,8765.55
P2751,Forgeon Snacks Max,Grocery,Snacks,Zylo,3392.69,5201.3
P2752,Solace Staples Pro,Grocery,Staples,Solace,5462.27,6383.06
P2753,Trekko Beverages Plus,Grocery,Beverages,Zylo,14556.38,21367.83
P2754,Marvo Beverages,Grocery,Beverages,Nimbus,3853.48,5061.76
P2755,Klipso Beverages Plus,Grocery,Beverages,Aurex,12941.23,16732.56
P2756,Zylo Staples Air,Grocery,Staples,Aurex,8532.69,11638.1
P2757,Aurex Beverages Air,Grocery,Beverages,Petal,6049.35,8504.18
P2758,Marvo Snacks,Grocery,Snacks,Nimbus,7125.7,8255.07
P2759,Trekko Snacks Max,Grocery,Snacks,Vantra,12225.03,14612.12
P2760,Aurex Staples,Grocery,Staples,Solace,6988.14,9657.33
P2761,Forgeon Snacks Lite,Grocery,Snacks,Craveon,10597.32,13928.25
P2762,Marvo Staples Lite,Grocery,Staples,Zylo,11046.45,13283.8
P2763,Vantra Beverages,Grocery,Beverages,Zylo,9819.01,14537.39
P2764,Zylo Staples Pro,Grocery,Staples,Nimbus,13347.19,18443.5
P2765,Nordik Staples,Grocery,Staples,Lumex,4727.78,5745.87
P2766,Lumex Snacks Classic,Grocery,Snacks,Marvo,5216.1,7125.14
P2767,Aurex Staples Pro,Grocery,Staples,Trekko,2985.14,4570.27
P2768,Klipso Staples,Grocery,Staples,Solace,13462.17,15658.97
P2769,Petal Snacks Max,Grocery,Snacks,Orenda,8451.33,12387.31
P2770,Zylo Staples,Grocery,Staples,Klipso,3718.61,5055.67
P2771,Vantra Beverages Plus,Grocery,Beverages,Orenda,6119.58,7518.63
P2772,Urbana Beverages Pro,Grocery,Beverages,Trekko,9240.32,14299.18
P2773,Craveon Beverages Plus,Grocery,Beverages,Urbana,5511.04,7555.37
P2774,Aurex Beverages Plus,Grocery,Beverages,Zylo,4951.43,7431.0
P2775,Forgeon Snacks Lite,Grocery,Snacks,Nordik,12975.81,15850.07
P2776,Nimbus Snacks,Grocery,Snacks,Marvo,13504.24,16348.28
P2777,Urbana Beverages Pro,Grocery,Beverages,Forgeon,1476.83,2084.06
P2778,Orenda Staples Pro,Grocery,Staples,Forgeon,5819.27,7927.57
P2779,Craveon Staples Classic,Grocery,Staples,Nordik,9805.93,11484.07
P2780,Craveon Beverages Air,Grocery,Beverages,Lumex,4429.65,5910.76
P2781,Klipso Staples Max,Grocery,Staples,Nordik,4035.48,4719.85
P2782,Solace Beverages Lite,Grocery,Beverages,Orenda,1345.81,1979.28
P2783,Orenda Beverages Classic,Grocery,Beverages,Marvo,13675.23,16559.24
P2784,Solace Beverages Max,Grocery,Beverages,Solace,3776.47,5328.22
P2785,Solace Beverages,Grocery,Beverages,Marvo,14316.36,18179.43
P2786,Aurex Snacks Max,Grocery,Snacks,Bexley,,17358.78
P2787,Urbana Beverages Air,Grocery,Beverages,Lumex,14350.55,17285.29
P2788,Lumex Staples Lite,Grocery,Staples,Aurex,14606.4,19373.8
P2789,Lumex Beverages Lite,Grocery,Beverages,Aurex,14296.43,19063.95
P2790,Vantra Snacks Lite,Grocery,Snacks,Craveon,7974.73,11738.08
P2791,Petal Beverages,Grocery,Beverages,Petal,10853.3,15171.19
P2792,Vantra Beverages Max,Grocery,Beverages,Bexley,6283.85,9218.25
P2793,Nimbus Beverages,Grocery,Beverages,Trekko,14226.01,16415.74
P2794,Lumex Snacks Plus,Grocery,Snacks,Petal,8838.28,13225.53
P2795,Vantra Beverages Lite,Grocery,Beverages,Marvo,9814.03,14429.88
P2796,Petal Snacks Max,Grocery,Snacks,Vantra,13431.16,19480.29
P2797,Nordik Beverages Pro,Grocery,Beverages,Vantra,10769.41,16540.72
P2798,Forgeon Snacks Air,Grocery,Snacks,Orenda,12962.09,19134.0
