order_id,customer_id,order_date,order_status,payment_method,discount,shipping_cost
O535561,C112041,2025-07-09 00:38:43,Completed,Debit Card,0.1,49.0
O535562,C111946,2024-07-15 08:52:55,Completed,Credit Card,0.1,149.0
O535563,C106437,2025-05-30 19:39:42,Cancelled,UPI,0.1,0.0
O535564,C103927,2025-12-25 22:47:18,Cancelled,Debit Card,0.15,49.0
O535565,C111859,2025-07-18 05:00:07,Returned,Credit Card,0.05,149.0
O535566,C114220,2023-09-01 02:24:32,Completed,COD,0.05,149.0
O535567,C106718,2025-02-07 08:21:10,Completed,COD,0.1,0.0
O535568,C102113,2025-02-12 10:16:33,Cancelled,COD,0.0,0.0
O535569,C109187,2025-11-07 11:50:15,Pending,UPI,0.0,149.0
O535570,C101066,2024-10-10 00:52:33,Completed,UPI,0.2,0.0
O535571,C109209,2024-04-06 06:03:59,Completed,Net Banking,0.1,0.0
O535572,C102631,2025-09-16 12:24:09,Pending,Debit Card,0.1,0.0
O535573,C107808,2025-10-14 07:41:03,Completed,Wallet,0.05,149.0
O535574,C109437,2025-06-15 10:58:54,Completed,UPI,0.15,0.0
O535575,C106771,2025-09-17 23:15:21,Cancelled,Net Banking,0.05,99.0
O535576,C112466,2025-12-31 05:52:45,Completed,COD,0.15,0.0
O535577,C105696,2025-07-30 15:10:43,Completed,UPI,0.1,0.0
O535578,C102387,2025-03-25 19:40:45,Completed,Net Banking,0.2,149.0
O535579,C107049,2025-07-06 00:17:51,Returned,Debit Card,0.15,49.0
O535580,C114516,2023-05-08 07:53:03,Cancelled,COD,0.0,0.0
O535581,C113233,2025-12-05 12:52:48,Completed,Credit Card,0.0,149.0
O535582,C104734,2023-11-09 15:36:32,Pending,Credit Card,0.05,149.0
O535583,C103703,2025-11-03 13:44:30,Completed,Wallet,0.2,149.0
O535584,C107325,2025-07-19 20:11:14,Completed,Wallet,0.15,49.0
O535585,C109863,2023-12-25 00:48:48,Completed,Debit Card,0.1,0.0
O535586,C113963,2025-12-28 06:19:35,Returned,COD,0.05,49.0
O535587,C109239,2024-01-05 13:54:43,Completed,UPI,0.15,149.0
O535588,C112598,2025-07-07 19:13:33,Completed,Net Banking,0.1,0.0
O535589,C110451,2024-11-09 10:02:30,Pending,Net Banking,0.0,149.0
O535590,C101543,2025-10-03 14:01:34,Completed,COD,0.0,49.0
O535591,C113420,2025-09-11 12:09:09,Cancelled,Wallet,0.2,99.0
O535592,C103038,2025-09-23 23:49:50,Completed,UPI,0.0,99.0
O535593,C105566,2025-02-18 09:26:55,Returned,Credit Card,0.15,0.0
O535594,C112652,2025-11-05 13:47:58,Pending,COD,0.2,49.0
O535595,C114784,2023-12-24 06:04:42,Completed,Credit Card,0.0,99.0
O535596,C104728,2025-12-22 16:06:49,Pending,COD,0.1,0.0
O535597,C105822,2025-10-29 08:57:21,Completed,Wallet,0.05,0.0
O535598,C107361,2025-09-25 18:39:44,Completed,Debit Card,0.0,0.0
O535599,C107560,2025-08-23 05:52:41,Completed,UPI,0.0,99.0
O535600,C111287,2024-03-03 17:04:55,Completed,Credit Card,0.15,0.0
O535601,C112307,2025-06-11 19:11:27,Completed,Wallet,0.1,99.0
O535602,C114942,2025-09-28 08:35:01,Pending,COD,0.0,99.0
O535603,C112123,2025-10-30 08:38:24,Completed,Debit Card,0.0,0.0
O535604,C104576,2025-09-25 16:48:13,Completed,UPI,0.2,99.0
O535605,C105416,2025-01-08 11:05:13,Cancelled,Credit Card,0.1,0.0
O535606,C109317,2025-09-03 04:51:30,Completed,Credit Card,0.0,149.0
O535607,C110311,2025-09-04 00:09:51,Completed,UPI,0.0,49.0
O535608,C101356,2023-08-01 15:03:21,Completed,Wallet,0.2,
O535609,C105207,2023-06-18 20:48:43,Pending,Wallet,,99.0
O535610,C103083,2025-09-18 22:03:16,Returned,COD,0.15,0.0
O535611,C107708,2025-12-08 20:07:47,Cancelled,UPI,0.1,0.0
O535612,C102570,2025-08-20 09:20:52,Returned,UPI,0.2,0.0
O535613,C108758,2025-11-09 21:06:04,Cancelled,Credit Card,0.1,
O535614,C107101,2025-12-23 16:46:45,Pending,COD,0.15,0.0
O535615,C106111,2025-12-19 04:00:52,Completed,Net Banking,0.05,0.0
O535616,C109774,2024-08-04 18:17:36,Pending,Wallet,0.0,0.0
O535617,C106313,2024-01-26 12:26:11,Cancelled,UPI,0.2,99.0
O535618,C106051,2025-02-09 18:25:40,Completed,WALLET,0.0,49.0
O535619,C109805,2025-12-08 12:33:39,Completed,Wallet,0.0,0.0
O535620,C100879,2025-07-30 06:45:26,Returned,Credit Card,0.0,0.0
O535621,C106561,2025-12-31 00:00:00,Completed,UPI,0.0,149.0
O535622,C102984,2025-01-15 12:15:35,Completed,Wallet,0.0,149.0
O535623,C100574,2023-07-27 19:37:39,Completed,COD,0.0,0.0
O535624,C100532,2025-05-16 02:21:36,Pending,COD,0.2,99.0
O535625,C102559,2025-05-30 16:09:31,Pending,Wallet,0.0,99.0
O535626,C106580,2025-11-19 15:12:36,Returned,Credit Card,0.0,0.0
O535627,C108567,2024-11-10 11:45:34,Pending,COD,0.0,99.0
O535628,C111994,2025-03-02 06:39:41,Completed,UPI,0.0,0.0
O535629,C109154,2024-10-01 12:08:45,Returned,COD,0.1,149.0
O535630,C107860,2025-09-24 06:34:27,Completed,Debit Card,0.0,99.0
O535631,C100551,2025-01-06 12:45:07,Completed,Wallet,0.15,0.0
O535632,C104545,2025-04-08 09:00:01,Completed,COD,0.2,149.0
O535633,C110396,2025-10-10 13:23:28,Cancelled,credit card,0.1,149.0
O535634,C104120,2025-06-19 02:12:44,Pending,Net Banking,0.15,149.0
O535635,C108942,2024-08-04 08:45:06,Completed,Credit Card,0.0,99.0
O535636,C109087,2025-01-30 17:28:33,Completed,COD,0.2,0.0
O535637,C104645,2024-10-17 23:31:03,Completed,UPI,0.2,49.0
O535638,C108631,2025-09-15 16:49:39,Cancelled,Wallet,0.05,0.0
O535639,C101715,2024-11-23 08:13:05,Completed,Credit Card,0.1,149.0
O535640,C110924,2025-10-20 21:23:07,Returned,Debit Card,0.0,99.0
O535641,C100351,2025-11-30 01:14:20,Completed,UPI,0.1,99.0
O535642,C100539,2024-05-29 17:34:16,Completed,Wallet,0.0,149.0
O535643,C113083,2025-11-24 04:11:01,Completed,Credit Card,0.0,149.0
O535644,C108753,2025-01-17 17:52:49,Completed,Credit Card,0.0,49.0
O535645,C102494,2025-06-27 06:30:54,Completed,Wallet,0.15,0.0
O535646,C109057,2025-08-31 23:55:52,Completed,Debit Card,0.0,99.0
O535647,C105617,2025-12-16 02:47:41,Cancelled,UPI,0.0,
O535648,C104113,2025-10-01 22:43:29,Cancelled,COD,0.1,0.0
O535649,C112236,2024-07-07 05:45:17,Completed,COD,0.1,49.0
O535650,C107234,2023-10-31 02:05:38,Completed,Credit Card,0.0,0.0
O535651,C104485,2025-04-09 02:51:54,Completed,Wallet,0.0,149.0
O535652,C114215,2024-05-29 05:12:37,Returned,COD,0.2,0.0
O535653,C102522,2025-07-19 14:05:09,Returned,Wallet,0.2,0.0
O535654,C102175,2025-10-10 10:14:39,Completed,Net Banking,0.1,
O535655,C101484,2025-09-19 03:54:39,Completed,Credit Card,0.05,0.0
O535656,C101890,2025-09-28 05:38:17,Completed,Net Banking,0.15,
O535657,C103837,2025-02-21 15:04:53,Completed,COD,0.0,99.0
O535658,C110486,2025-09-01 22:02:43,Completed,  Credit Card  ,0.0,0.0
O535659,C110120,2025-06-26 16:18:59,Returned,Wallet,0.2,
O535660,C111484,2025-04-10 06:26:44,Completed,UPI,0.1,149.0
O535661,C108675,2024-07-04 14:33:47,Completed,UPI,0.0,0.0
O535662,C107479,2023-07-09 16:04:21,Returned,Net Banking,0.0,149.0
O535663,C106550,2024-11-25 02:31:46,Cancelled,Debit Card,0.1,49.0
O535664,C113149,2025-12-03 10:02:45,Returned,Credit Card,0.2,149.0
O535665,C105202,2024-12-03 14:23:30,Completed,UPI,0.1,99.0
O535666,C113418,2025-05-01 06:33:41,Completed,UPI,0.0,99.0
O535667,C104200,2025-09-18 20:48:01,Pending,Net Banking,0.15,49.0
O535668,C102419,2025-06-29 12:51:14,Cancelled,upi,0.0,49.0
O535669,C103872,2025-09-11 05:03:54,Completed,Credit Card,0.15,0.0
O535670,C107579,2023-07-15 17:21:50,Completed,COD,0.15,0.0
O535671,C113953,2023-12-25 10:17:54,Completed,UPI,0.05,49.0
O535672,C102701,2024-11-08 15:56:26,Pending,Net Banking,0.15,0.0
O535673,C108743,2025-12-09 03:15:37,Completed,UPI,0.15,0.0
O535674,C103339,2025-08-09 06:34:31,Returned,COD,0.2,149.0
O535675,C110184,2025-05-13 03:53:22,Returned,COD,0.15,99.0
O535676,C107070,2025-02-13 12:06:04,Completed,Debit Card,0.15,0.0
O535677,C111033,2025-11-23 18:39:59,Completed,Credit Card,0.15,99.0
O535678,C112873,2025-04-06 12:08:08,Completed,COD,0.1,0.0
O535679,C105076,2024-10-03 12:01:26,Completed,Net Banking,0.0,149.0
O535680,C114131,2025-01-04 18:00:38,Completed,COD,0.1,49.0
O535681,C107123,2025-02-06 21:40:09,Pending,COD,0.0,0.0
O535682,C114113,2025-01-30 02:58:42,Completed,COD,0.15,99.0
O535683,C103527,2024-11-14 19:50:11,Cancelled,Net Banking,0.2,49.0
O535684,C113510,2025-09-28 00:43:12,Returned,Debit Card,0.0,99.0
O535685,C105061,2023-10-05 06:42:26,Returned,COD,0.0,0.0
O535686,C111291,2025-11-03 01:53:10,Completed,UPI,0.0,99.0
O535687,C114594,2025-12-03 00:39:47,Completed,Debit Card,,149.0
O535688,C113743,2024-09-28 20:20:09,Returned,Credit Card,0.15,49.0
O535689,C107046,2025-08-24 16:12:01,Completed,Wallet,,0.0
O535690,C105221,2025-11-24 05:43:15,Completed,Net Banking,0.0,49.0
O535691,C109226,2025-12-30 17:24:58,Completed,UPI,0.1,49.0
O535692,C110617,2025-03-10 19:53:28,Completed,Credit Card,0.0,0.0
O535693,C108131,2023-11-08 23:54:29,Cancelled,COD,0.2,0.0
O535694,C112772,2025-11-29 11:51:41,Pending,Net Banking,0.15,0.0
O535695,C100887,2025-07-13 06:52:28,Completed,Credit Card,0.0,149.0
O535696,C109019,2023-11-20 01:44:46,Completed,Credit Card,0.0,149.0
O535697,C107937,2024-10-20 07:35:26,Pending,Wallet,0.0,99.0
O535698,C100588,2024-01-27 00:24:21,Completed,Net Banking,0.0,0.0
O535699,C100194,2024-07-26 07:16:13,Completed,Credit Card,0.0,149.0
O535700,C109127,2025-02-07 10:59:21,Returned,Debit Card,0.0,0.0
O535701,C101785,2025-04-18 10:40:57,Cancelled,COD,0.0,149.0
O535702,C111563,2025-04-25 05:50:47,Cancelled,UPI,0.2,99.0
O535703,C114311,2025-07-27 19:50:18,Completed,COD,0.0,99.0
O535704,C102704,2024-09-03 17:20:47,Completed,UPI,0.0,99.0
O535705,C112039,2025-07-16 13:47:56,Cancelled,COD,0.0,99.0
O535706,C108912,2025-07-04 07:23:00,Returned,Credit Card,0.05,99.0
O535707,C106786,2023-03-09 09:33:16,Completed,Net Banking,0.05,149.0
O535708,C109797,2024-07-13 19:40:28,Completed,net banking,0.2,0.0
O535709,C112099,2025-12-23 21:09:58,Pending,UPI,0.0,49.0
O535710,C114635,2025-04-30 15:37:20,Completed,Net Banking,0.05,49.0
O535711,C109947,2024-10-27 01:29:03,Returned,UPI,0.15,0.0
O535712,C111241,2025-12-04 15:13:17,Completed,COD,0.1,99.0
O535713,C109151,2025-03-27 16:58:15,Completed,Wallet,0.0,49.0
O535714,C108544,2025-10-05 12:17:43,Completed,Net Banking,0.15,49.0
O535715,C100977,2025-11-16 10:06:45,Completed,Net Banking,0.1,0.0
O535716,C102387,2023-04-22 13:29:48,Completed,UPI,0.0,0.0
O535717,C105765,2025-10-10 10:52:31,Returned,UPI,0.0,0.0
O535718,C109786,2024-07-19 08:33:02,Pending,UPI,0.15,0.0
O535719,C101136,2025-07-15 20:44:33,Completed,UPI,0.1,0.0
O535720,C108222,2023-09-30 01:00:17,Cancelled,Wallet,0.0,0.0
O535721,C100200,2024-07-26 11:36:57,Cancelled,Net Banking,0.1,149.0
O535722,C111522,2025-09-22 05:50:45,Completed,COD,0.1,0.0
O535723,C110049,2025-11-17 14:25:11,Completed,Net Banking,0.0,99.0
O535724,C107872,2025-09-23 00:20:43,Completed,UPI,0.15,99.0
O535725,C108627,2023-10-04 20:51:59,Pending,UPI,0.1,49.0
O535726,C114050,2025-08-23 02:30:14,Pending,COD,0.2,0.0
O535727,C113662,2025-09-12 14:52:48,Returned,Credit Card,0.15,99.0
O535728,C111945,2024-04-30 17:36:28,Completed,Wallet,0.0,149.0
O535729,C105093,2024-08-17 01:10:22,Completed,Debit Card,0.2,0.0
O535730,C101626,2025-07-05 03:01:28,Pending,Debit Card,0.0,0.0
O535731,C104882,2023-08-14 09:03:46,Completed,UPI,0.0,149.0
O535732,C111306,2025-04-02 23:13:10,Completed,Wallet,0.0,149.0
O535733,C109203,2025-11-28 06:15:58,Completed,Debit Card,,49.0
O535734,C110613,2025-11-30 14:43:42,Completed,Net Banking,0.1,149.0
O535735,C101601,2025-12-28 12:53:54,Completed,Debit Card,0.1,149.0
O535736,C102433,2025-06-25 21:22:53,Returned,Debit Card,0.0,0.0
O535737,C110010,2025-05-02 02:16:33,Completed,Debit Card,0.15,49.0
O535738,C105652,2025-06-30 04:51:25,Completed,Debit Card,0.0,0.0
O535739,C105605,2023-09-22 06:33:16,Completed,Net Banking,0.2,149.0
O535740,C105941,2025-03-02 15:57:54,Pending,NET BANKING,0.05,149.0
O535741,C111995,2023-07-06 06:39:04,Completed,wallet,0.2,0.0
O535742,C110497,2024-07-05 03:28:33,Cancelled,Debit Card,0.1,149.0
O535743,C101611,2025-12-26 07:40:11,Completed,Credit Card,0.0,149.0
O535744,C105212,2025-10-24 14:39:51,Returned,Wallet,0.2,99.0
O535745,C110137,2024-03-04 22:52:51,Returned,COD,0.1,0.0
O535746,C114733,2025-12-15 20:01:31,Completed,Net Banking,0.0,149.0
O535747,C113745,2025-10-03 00:09:30,Cancelled,Credit Card,0.0,99.0
O535748,C103779,2024-07-19 13:31:00,Pending,Debit Card,0.0,0.0
O535749,C100996,2025-05-22 14:23:56,Cancelled,Wallet,0.0,49.0
O535750,C108650,2024-09-17 13:48:26,Pending,net banking,0.0,149.0
O535751,C106149,2025-11-20 00:59:32,Pending,Credit Card,0.05,49.0
O535752,C102795,2025-11-12 07:20:14,Completed,Wallet,0.1,0.0
O535753,C109814,2025-11-23 15:48:58,Cancelled,COD,0.05,49.0
O535754,C102458,2025-08-16 07:06:04,Cancelled,Credit Card,0.0,99.0
O535755,C105309,2023-08-21 01:57:55,Completed,UPI,0.05,99.0
O535756,C111970,2024-04-12 13:41:06,Cancelled,UPI,0.15,0.0
O535757,C110267,2025-08-29 10:04:07,Returned,Credit Card,0.15,99.0
O535758,C109145,2023-06-15 03:17:03,Returned,Credit Card,0.0,0.0
O535759,C114020,2025-12-13 02:34:28,Completed,Wallet,0.05,0.0
O535760,C101906,2025-01-09 01:45:37,Completed,COD,0.05,0.0
O535761,C110380,2025-09-22 10:40:19,Returned,UPI,0.05,99.0
O535762,C101768,2025-12-16 22:35:10,Completed,Debit Card,0.05,149.0
O535763,C102101,2025-11-30 12:34:15,Completed,Wallet,0.0,99.0
O535764,C107685,2025-07-15 01:43:03,Completed,COD,0.0,99.0
O535765,C100372,2025-06-19 11:37:55,Returned,Net Banking,0.2,49.0
O535766,C107614,2025-12-15 15:49:50,Pending,COD,0.1,0.0
O535767,C100145,2025-11-25 07:25:56,Pending,Credit Card,0.0,149.0
O535768,C109064,2024-04-22 04:01:23,Completed,Wallet,0.15,0.0
O535769,C104747,2024-12-20 23:21:19,Returned,Credit Card,0.2,99.0
O535770,C101262,2025-05-03 22:23:33,Cancelled,Debit Card,0.2,99.0
O535771,C111746,2025-08-08 17:06:50,Completed,UPI,0.1,49.0
O535772,C105906,2023-09-27 08:26:39,Completed,UPI,0.05,99.0
O535773,C106717,2025-11-25 15:45:54,Returned,UPI,0.0,0.0
O535774,C105694,2025-05-14 05:16:06,Returned,Net Banking,0.15,49.0
O535775,C101267,2025-12-19 14:12:14,Returned,COD,0.05,0.0
O535776,C106975,2024-05-01 17:29:57,Completed,UPI,0.0,0.0
O535777,C110021,2024-06-19 19:48:07,Completed,Wallet,0.2,0.0
O535778,C113613,2025-10-31 22:47:35,Completed,COD,0.0,99.0
O535779,C111491,2025-06-08 10:24:08,Completed,Debit Card,0.05,49.0
O535780,C101194,2024-10-12 20:54:44,Completed,Credit Card,0.1,0.0
O535781,C102533,2025-02-19 07:29:33,Completed,COD,0.1,0.0
O535782,C100686,2024-10-28 02:10:50,Completed,Credit Card,0.05,0.0
O535783,C101803,2025-10-27 13:20:03,Returned,UPI,0.0,49.0
O535784,C107285,2025-12-19 11:55:45,Cancelled,UPI,0.15,0.0
O535785,C103371,2025-02-21 00:32:48,Pending,COD,0.0,99.0
O535786,C109760,2025-05-11 08:52:34,Completed,Wallet,0.05,0.0
O535787,C100492,2024-01-23 20:54:47,Completed,Debit Card,0.0,49.0
O535788,C112882,2025-12-11 20:05:05,Completed,Debit Card,0.05,99.0
O535789,C110184,2025-06-10 17:38:05,Pending,UPI,0.0,99.0
O535790,C114608,2025-07-04 23:10:57,Completed,Credit Card,0.05,49.0
O535791,C114356,2023-09-10 06:18:48,Completed,Wallet,0.2,99.0
O535792,C110402,2025-06-04 09:22:26,Pending,Credit Card,0.0,
O535793,C102431,2025-07-12 23:50:06,Completed,COD,0.15,149.0
O535794,C103405,2025-07-03 06:31:53,Completed,Credit Card,0.1,99.0
O535795,C104224,2025-10-27 03:15:09,Completed,COD,0.1,0.0
O535796,C106472,2025-03-09 19:43:50,Completed,UPI,0.0,149.0
O535797,C108622,2025-11-23 13:42:47,Returned,Debit Card,0.1,99.0
O535798,C110239,2024-06-19 01:19:59,Pending,COD,,0.0
O535799,C101136,2024-05-02 13:38:36,Completed,COD,0.0,49.0
O535800,C109201,2025-06-08 04:35:34,Completed,UPI,0.05,99.0
O535801,C100898,2025-05-22 07:32:13,Cancelled,Wallet,0.05,0.0
O535802,C112461,2024-06-20 08:09:57,Returned,Credit Card,0.0,0.0
O535803,C100610,2025-04-30 05:21:20,Completed,Net Banking,0.05,99.0
O535804,C105907,2024-08-15 01:35:55,Completed,Credit Card,0.15,149.0
O535805,C106363,2025-07-10 17:13:28,Completed,UPI,0.0,0.0
O535806,C108618,2024-01-08 20:58:48,Cancelled,Net Banking,0.2,0.0
O535807,C101455,2025-05-14 08:53:20,Completed,Credit Card,0.05,49.0
O535808,C114055,2025-11-21 12:43:00,Completed,Wallet,0.15,0.0
O535809,C105822,2025-07-01 15:29:50,Cancelled,COD,0.1,99.0
O535810,C106005,2025-08-26 22:32:35,Completed,COD,0.2,0.0
O535811,C103708,2025-06-01 18:15:12,Completed,Wallet,0.2,99.0
O535812,C111744,2025-12-02 23:44:31,Completed,Credit Card,0.1,0.0
O535813,C100123,2025-10-13 22:21:50,Completed,UPI,0.2,99.0
O535814,C101612,2025-08-13 01:53:36,Pending,UPI,0.2,99.0
O535815,C107152,2025-07-08 00:47:39,Cancelled,Wallet,0.0,0.0
O535816,C114598,2024-09-06 17:28:29,Completed,COD,0.15,0.0
O535817,C100542,2023-09-19 04:51:57,Completed,UPI,0.2,99.0
O535818,C100932,2024-01-20 16:29:41,Completed,Wallet,0.1,49.0
O535819,C110759,2023-07-01 16:37:57,Completed,upi,0.0,149.0
O535820,C111055,2023-09-11 08:31:59,Completed,COD,0.15,0.0
O535821,C113507,2025-12-07 04:25:03,Completed,Credit Card,0.0,99.0
O535822,C108691,2025-04-08 06:33:32,Cancelled,Credit Card,0.2,0.0
O535823,C106106,2025-08-27 20:00:55,Returned,UPI,0.15,0.0
O535824,C106844,2025-11-21 14:21:42,Cancelled,UPI,0.1,0.0
O535825,C106546,2025-09-12 23:28:36,Pending,Net Banking,0.05,0.0
O535826,C114684,2024-03-08 06:46:21,Pending,UPI,0.0,0.0
O535827,C105782,2025-11-28 20:57:13,Completed,Credit Card,0.2,49.0
O535828,C101459,2025-06-26 18:14:22,Completed,Debit Card,0.2,0.0
O535829,C104432,2025-07-28 05:54:32,Pending,Credit Card,0.0,49.0
O535830,C114468,2024-05-20 23:28:17,Completed,Credit Card,0.2,149.0
O535831,C106492,2023-08-13 12:41:01,Completed,Debit Card,0.1,0.0
O535832,C104811,2025-04-25 22:48:52,Completed,Debit Card,0.0,149.0
O535833,C104730,2025-03-28 23:36:03,Completed,COD,0.05,149.0
O535834,C100142,2025-06-04 11:13:08,Completed,credit card,0.15,0.0
O535835,C109552,2024-10-08 15:51:29,Completed,Net Banking,0.05,
O535836,C110880,2025-01-17 20:06:03,Completed,Wallet,0.1,49.0
O535837,C105335,2025-12-18 18:06:33,Pending,Credit Card,0.0,149.0
O535838,C113115,2025-07-04 17:21:44,Returned,Credit Card,0.15,49.0
O535839,C111171,2025-09-28 18:55:09,Completed,Credit Card,0.1,0.0
O535840,C109041,2025-07-20 10:46:40,Completed,Debit Card,0.15,99.0
O535841,C110579,2025-01-15 00:12:01,Pending,Wallet,0.05,0.0
O535842,C111570,2025-12-07 16:31:23,Returned,UPI,0.0,0.0
O535843,C107953,2024-10-03 14:16:52,Returned,Credit Card,0.0,49.0
O535844,C106031,2025-07-01 18:41:33,Cancelled,UPI,0.0,0.0
O535845,C101910,2024-12-02 16:54:25,Completed,NET BANKING,0.0,99.0
O535846,C106126,2024-09-28 13:13:01,Completed,Net Banking,0.0,149.0
O535847,C108308,2025-04-28 20:57:33,Completed,Wallet,0.2,0.0
O535848,C114288,2025-09-26 20:34:01,Returned,Credit Card,0.15,0.0
O535849,C102385,2025-10-21 13:45:56,Completed,Debit Card,0.05,49.0
O535850,C111376,2023-10-15 23:32:09,Completed,wallet,0.2,0.0
O535851,C103666,2025-06-28 23:11:30,Completed,Debit Card,0.0,149.0
O535852,C114426,2025-07-19 08:23:52,Pending,Net Banking,0.0,99.0
O535853,C108947,2025-05-23 09:42:18,Completed,Credit Card,0.0,149.0
O535854,C106565,2025-10-14 21:30:18,Returned,Credit Card,0.1,49.0
O535855,C105253,2025-12-23 02:54:14,Pending,UPI,0.1,0.0
O535856,C103069,2025-10-09 04:26:23,Pending,Net Banking,0.0,0.0
O535857,C110756,2025-09-14 13:48:50,Returned,COD,0.0,0.0
O535858,C109595,2025-12-09 15:53:17,Pending,UPI,0.0,0.0
O535859,C113395,2024-01-07 08:43:59,Completed,Wallet,0.1,0.0
O535860,C108984,2025-09-19 22:34:45,Cancelled,Net Banking,0.15,149.0
O535861,C102581,2025-05-02 11:39:33,Returned,Net Banking,0.0,0.0
O535862,C110241,2023-07-12 00:04:10,Completed,Wallet,0.15,99.0
O535863,C113209,2025-06-29 07:52:55,Cancelled,Wallet,0.0,99.0
O535864,C114936,2025-08-06 15:08:38,Completed,Net Banking,0.0,49.0
O535865,C110273,2024-07-03 13:58:59,Returned,Wallet,0.2,0.0
O535866,C104432,2024-02-02 19:35:35,Completed,COD,0.0,149.0
O535867,C108551,2025-07-27 10:38:17,Returned,Wallet,0.0,0.0
O535868,C107795,2025-12-07 03:45:24,Cancelled,UPI,0.0,149.0
O535869,C107753,2025-10-28 00:55:28,Pending,COD,0.2,0.0
O535870,C101182,2025-02-23 18:54:35,Completed,Debit Card,0.15,99.0
O535871,C102969,2024-09-01 13:15:23,Completed,Net Banking,0.1,99.0
O535872,C107924,2025-09-06 16:10:55,Completed,UPI,0.05,149.0
O535873,C112025,2024-10-09 23:44:09,Completed,Credit Card,0.0,0.0
O535874,C102768,2023-11-16 08:58:03,Completed,Credit Card,0.0,0.0
O535875,C102510,2025-12-06 22:44:07,Cancelled,Net Banking,0.0,0.0
O535876,C111424,2024-10-14 09:37:02,Pending,Net Banking,0.1,49.0
O535877,C110375,2024-06-02 23:28:58,Completed,Debit Card,0.1,149.0
O535878,C107350,2024-06-16 19:36:50,Completed,Net Banking,0.2,0.0
O535879,C100771,2025-03-02 13:55:45,Completed,Debit Card,0.0,0.0
O535880,C107177,2025-09-14 21:56:12,Returned,UPI,0.05,99.0
O535881,C112582,2025-07-26 00:08:29,Completed,Net Banking,0.0,0.0
O535882,C100167,2025-03-08 12:01:37,Cancelled,UPI,0.0,149.0
O535883,C101559,2024-07-05 05:28:06,Completed,Debit Card,,0.0
O535884,C112206,2024-07-01 08:29:57,Completed,Wallet,0.15,149.0
O535885,C107936,2025-02-06 22:31:32,Completed,UPI,0.1,49.0
O535886,C109974,2025-07-17 06:08:34,Completed,Debit Card,0.15,49.0
O535887,C111205,2025-06-15 06:39:54,Returned,Net Banking,0.0,0.0
O535888,C104580,2025-12-17 21:38:08,Completed,COD,0.2,49.0
O535889,C104544,2025-06-28 09:56:42,Completed,Net Banking,0.0,149.0
O535890,C104020,2024-11-03 10:20:10,Completed,Net Banking,0.0,0.0
O535891,C102550,2025-12-31 00:00:00,Completed,COD,0.1,49.0
O535892,C104640,2025-12-09 16:55:58,Completed,Net Banking,0.15,149.0
O535893,C114356,2025-04-10 09:35:12,Completed,Debit Card,0.15,99.0
O535894,C101298,2025-08-22 12:00:26,Pending,Debit Card,,149.0
O535895,C103665,2025-11-27 03:59:42,Returned,Debit Card,0.0,49.0
O535896,C104838,2025-07-31 08:24:50,Completed,Wallet,0.2,99.0
O535897,C102365,2025-12-07 14:40:54,Completed,COD,0.0,0.0
O535898,C101165,2025-07-04 08:14:48,Pending,UPI,0.0,
O535899,C102485,2025-08-13 18:14:34,Completed,UPI,0.1,99.0
O535900,C107964,2025-03-16 15:05:47,Completed,Wallet,0.1,149.0
O535901,C108972,2025-12-01 04:52:44,Returned,COD,0.05,149.0
O535902,C103296,2025-11-17 18:47:30,Returned,Wallet,0.2,0.0
O535903,C107654,2024-10-04 01:09:23,Completed,Net Banking,0.0,49.0
O535904,C100091,2025-11-28 17:28:21,Completed,Net Banking,0.15,149.0
O535905,C109060,2025-08-29 00:24:02,Completed,Credit Card,0.05,0.0
O535906,C100016,2024-09-24 04:23:41,Pending,UPI,0.0,149.0
O535907,C109695,2025-02-25 12:46:00,Cancelled,COD,0.05,0.0
O535908,C107327,2024-06-04 16:04:03,Pending,Wallet,0.15,0.0
O535909,C101658,2025-05-19 03:04:23,Completed,Debit Card,0.15,49.0
O535910,C101339,2025-12-02 10:27:06,Pending,Debit Card,0.1,149.0
O535911,C100104,2025-03-22 10:53:40,Completed,net banking,0.0,0.0
O535912,C108330,2025-09-17 20:02:46,Completed,Credit Card,0.2,0.0
O535913,C112163,2024-08-30 18:00:53,Completed,Wallet,0.05,99.0
O535914,C112875,2025-12-03 06:33:47,Returned,net banking,0.05,49.0
O535915,C108603,2025-01-14 07:46:27,Pending,UPI,0.05,99.0
O535916,C113343,2024-09-20 04:15:20,Completed,COD,0.1,0.0
O535917,C112952,2024-11-20 10:38:52,Completed,net banking,0.1,0.0
O535918,C110479,2025-09-20 09:22:06,Cancelled,Net Banking,0.15,0.0
O535919,C105506,2024-08-16 06:27:50,Returned,Net Banking,0.0,149.0
O535920,C112463,2025-12-08 17:31:28,Cancelled,COD,0.2,0.0
O535921,C105936,2024-02-10 16:10:43,Completed,Wallet,0.15,0.0
O535922,C106103,2025-11-17 13:54:07,Cancelled,COD,0.0,99.0
O535923,C110187,2025-04-12 07:54:32,Pending,Credit Card,0.05,49.0
O535924,C113977,2025-12-18 08:32:57,Completed,  Net Banking  ,0.05,49.0
O535925,C107595,2025-06-30 03:33:35,Completed,UPI,0.05,49.0
O535926,C102700,2024-06-17 20:57:19,Completed,COD,0.1,0.0
O535927,C102180,2025-12-26 14:25:22,Completed,Credit Card,0.15,49.0
