date,channel,campaign,spend,impressions,clicks,conversions
2024-02-28,Affiliate,Affiliate_Network_A,9631.42,6493,254,10
2024-02-28,Referral,Referral_Program,165.92,13473,418,11
2024-02-29,Google Ads,Search_Generic,153.66,1513,14,0
2024-02-29,Google Ads,Shopping_Ads,2069.68,2719,94,7
2024-02-29,Google Ads,Display_Retarget,976.2,4531,48,0
2024-02-29,Meta Ads,IG_Retarget,413.34,7210,87,2
2024-02-29,Meta Ads,FB_Lookalike,2484.3,8676,101,5
2024-02-29,YouTube Ads,YT_Skippable,2569.49,3668,59,2
2024-02-29,YouTube Ads,YT_Bumper,4496.23,11113,118,1
2024-02-29,Email,Weekly_Newsletter,7277.47,9538,219,9
2024-02-29,Email,Cart_Recovery,5279.99,4321,179,10
2024-02-29,Email,Win_Back,4593.45,7244,256,3
2024-02-29,Organic Search,SEO_Blog,19.97,13007,289,19
2024-02-29,Organic Search,SEO_Category,,4200,122,9
2024-02-29,Affiliate,Affiliate_Network_A,6740.11,8098,211,11
2024-02-29,Affiliate,Affiliate_Network_B,4751.49,8276,209,12
2024-02-29,Referral,Referral_Program,299.14,12013,291,15
2024-02-29,Direct,Direct_Traffic,10.34,13301,528,37
2024-03-01,Google Ads,Search_Generic,1817.88,2365,100,5
2024-03-01,Meta Ads,FB_Prospecting,3356.41,5513,106,5
2024-03-01,Meta Ads,IG_Retarget,3019.85,3376,102,2
2024-03-01,Meta Ads,FB_Lookalike,60.43,256,9,0
2024-03-01,YouTube Ads,YT_Skippable,3235.61,4351,102,3
2024-03-01,YouTube Ads,YT_Bumper,2448.52,5152,103,3
2024-03-01,Email,Weekly_Newsletter,2063.01,2141,62,2
2024-03-01,Email,Cart_Recovery,4472.61,5845,148,8
2024-03-01,Email,Win_Back,481.44,889,38,0
2024-03-01,Organic Search,SEO_Blog,107.99,9588,131,8
2024-03-01,Organic Search,SEO_Category,472.87,6140,166,4
2024-03-01,Referral,Referral_Program,168.2,4897,157,8
2024-03-02,Google Ads,Search_Brand,877.17,6829,62,3
2024-03-02,Google Ads,Search_Generic,1234.24,5120,163,3
2024-03-02,Google Ads,Shopping_Ads,1454.29,4804,56,1
2024-03-02,Meta Ads,FB_Prospecting,11777.99,17465,421,26
2024-03-02,Meta Ads,IG_Retarget,14055.36,11054,329,18
2024-03-02,Meta Ads,FB_Lookalike,518.45,2159,41,2
2024-03-02,YouTube Ads,YT_Skippable,1032.73,2423,57,4
2024-03-02,Email,Weekly_Newsletter,614.2,10997,77,1
2024-03-02,Email,Cart_Recovery,478.22,1812,21,0
2024-03-02,Email,Win_Back,2655.44,6558,103,4
2024-03-02,Referral,Referral_Program,273.71,2266,48,0
2024-03-03,Google Ads,Shopping_Ads,2467.59,9747,93,2
2024-03-03,Google Ads,Display_Retarget,1062.48,1939,34,0
2024-03-03,Meta Ads,IG_Retarget,280.82,1394,24,1
2024-03-03,Meta Ads,FB_Lookalike,1669.33,3191,39,0
2024-03-03,YouTube Ads,YT_Skippable,3758.05,5769,214,13
2024-03-03,YouTube Ads,YT_Bumper,4247.85,14404,222,4
2024-03-03,Email,Weekly_Newsletter,2719.98,2070,72,3
2024-03-03,Email,Cart_Recovery,11248.95,8697,290,7
2024-03-03,Email,Win_Back,649.89,1479,33,0
2024-03-03,Organic Search,SEO_Category,324.47,16991,621,29
2024-03-03,Affiliate,Affiliate_Network_A,570.34,5023,25,1
2024-03-03,Affiliate,Affiliate_Network_B,464.02,6947,103,2
2024-03-03,Referral,Referral_Program,37.85,5349,225,9
2024-03-03,Direct,Direct_Traffic,205.04,11884,515,16
2024-03-04,Google Ads,Search_Brand,6253.94,9880,141,4
2024-03-04,Google Ads,Search_Generic,376.5,6891,78,5
2024-03-04,Google Ads,Shopping_Ads,612.67,1950,22,1
2024-03-04,Google Ads,Display_Retarget,9066.34,8278,306,5
2024-03-04,Meta Ads,FB_Lookalike,,4697,98,2
2024-03-04,YouTube Ads,YT_Skippable,4550.02,6286,154,5
2024-03-04,Email,Weekly_Newsletter,2425.61,2345,94,2
2024-03-04,Email,Cart_Recovery,2591.48,4009,120,2
2024-03-04,Organic Search,SEO_Category,395.6,2047,32,1
2024-03-04,Affiliate,Affiliate_Network_B,2419.94,4336,170,5
2024-03-04,Referral,Referral_Program,101.33,20867,471,11
2024-03-05,Google Ads,Search_Brand,3780.47,4772,193,12
2024-03-05,Google Ads,Search_Generic,515.02,4066,133,7
2024-03-05,Google Ads,Shopping_Ads,856.72,3122,23,0
2024-03-05,Google Ads,Display_Retarget,2923.81,1923,82,2
2024-03-05,Meta Ads,FB_Lookalike,4489.47,14204,417,11
2024-03-05,Email,Weekly_Newsletter,138.49,396,7,0
2024-03-05,Email,Win_Back,4735.7,6493,106,5
2024-03-05,Organic Search,SEO_Blog,46.22,11357,273,10
2024-03-05,Organic Search,SEO_Category,94.81,3852,32,1
2024-03-05,Affiliate,Affiliate_Network_A,403.97,1476,50,3
2024-03-05,Referral,Referral_Program,99.55,1022,16,0
2024-03-05,Direct,Direct_Traffic,492.52,7531,315,6
2024-03-06,Google Ads,Search_Brand,3262.47,10854,116,3
2024-03-06,Google Ads,Shopping_Ads,4679.32,3382,131,4
2024-03-06,Meta Ads,IG_Retarget,5399.95,6424,246,10
2024-03-06,YouTube Ads,YT_Bumper,1270.86,7843,56,2
2024-03-06,Organic Search,SEO_Blog,244.58,7305,97,2
2024-03-06,Organic Search,SEO_Category,55.12,7423,145,3
2024-03-06,Affiliate,Affiliate_Network_B,533.54,2898,49,1
2024-03-06,Referral,Referral_Program,374.37,3215,133,5
2024-03-06,Direct,Direct_Traffic,406.52,6547,184,3
2024-03-07,Google Ads,Search_Brand,3467.35,10159,94,5
2024-03-07,Google Ads,Search_Generic,2699.73,1904,74,2
2024-03-07,Google Ads,Shopping_Ads,6596.73,9884,287,6
2024-03-07,Google Ads,Display_Retarget,3808.43,2839,108,2
2024-03-07,Meta Ads,FB_Prospecting,1678.06,6967,65,4
2024-03-07,Meta Ads,IG_Retarget,2503.3,9803,59,3
2024-03-07,Meta Ads,FB_Lookalike,846.15,5289,72,4
2024-03-07,YouTube Ads,YT_Bumper,4743.4,6423,229,14
2024-03-07,Email,Cart_Recovery,1637.22,23793,156,4
2024-03-07,Email,Win_Back,1539.55,9336,405,16
2024-03-07,Organic Search,SEO_Blog,236.96,3135,109,2
2024-03-07,Organic Search,SEO_Category,430.13,8748,367,27
2024-03-07,Affiliate,Affiliate_Network_A,1790.52,7061,209,6
2024-03-08,Google Ads,Search_Brand,2617.03,2224,97,7
2024-03-08,Google Ads,Display_Retarget,,2584,61,0
2024-03-08,Meta Ads,IG_Retarget,15270.29,12172,374,21
2024-03-08,Meta Ads,FB_Lookalike,4633.92,8814,226,3
2024-03-08,YouTube Ads,YT_Skippable,1874.69,8944,45,2
2024-03-08,YouTube Ads,YT_Bumper,1089.68,3921,163,12
2024-03-08,Email,Weekly_Newsletter,2785.77,24580,473,7
2024-03-08,Email,Cart_Recovery,2583.21,1806,64,1
2024-03-08,Referral,Referral_Program,58.09,2094,18,0
2024-03-08,Direct,Direct_Traffic,94.32,14965,143,11
2024-03-09,Google Ads,Search_Brand,394.53,2302,34,1
2024-03-09,Google Ads,Search_Generic,975.75,2196,30,0
2024-03-09,Google Ads,Shopping_Ads,1162.61,685,28,1
2024-03-09,Google Ads,Display_Retarget,1497.48,19035,165,10
2024-03-09,Meta Ads,FB_Prospecting,8364.34,5613,224,2
2024-03-09,YouTube Ads,YT_Skippable,245.06,3721,81,5
2024-03-09,Email,Cart_Recovery,3992.99,6079,90,4
2024-03-09,Email,Win_Back,238.52,2185,12,0
2024-03-09,Organic Search,SEO_Blog,495.17,5700,168,2
2024-03-09,Organic Search,SEO_Category,448.84,7954,110,4
2024-03-09,Affiliate,Affiliate_Network_A,4794.08,7759,251,5
2024-03-09,Affiliate,Affiliate_Network_B,282.45,2372,33,0
2024-03-09,Referral,Referral_Program,300.7,4364,126,4
2024-03-09,Direct,Direct_Traffic,467.58,2887,78,1
2024-03-10,Google Ads,Search_Brand,2168.96,5571,83,3
2024-03-10,Google Ads,Search_Generic,2575.74,5153,93,3
2024-03-10,Google Ads,Shopping_Ads,2554.92,6527,71,4
2024-03-10,Meta Ads,FB_Prospecting,884.77,2092,22,1
2024-03-10,YouTube Ads,YT_Skippable,504.65,6935,153,10
2024-03-10,YouTube Ads,YT_Bumper,5776.67,6254,176,8
2024-03-10,Email,Cart_Recovery,901.83,3386,92,2
2024-03-10,Email,Win_Back,4591.93,7822,132,3
2024-03-10,Affiliate,Affiliate_Network_A,326.78,2896,15,0
2024-03-10,Affiliate,Affiliate_Network_B,1434.59,1765,46,2
2024-03-10,Direct,Direct_Traffic,195.14,2633,18,1
2024-03-11,Google Ads,Search_Brand,3091.99,3540,148,9
2024-03-11,Google Ads,Display_Retarget,1534.29,6128,120,9
2024-03-11,Meta Ads,FB_Prospecting,4194.59,2599,96,7
2024-03-11,Meta Ads,IG_Retarget,1791.83,4477,88,0
2024-03-11,YouTube Ads,YT_Skippable,642.59,2634,45,1
2024-03-11,YouTube Ads,YT_Bumper,2392.87,6437,92,3
2024-03-11,Email,Weekly_Newsletter,6499.41,18179,417,19
2024-03-11,Email,Cart_Recovery,3867.01,6093,164,6
2024-03-11,Email,Win_Back,6947.48,5865,217,4
2024-03-11,Affiliate,Affiliate_Network_A,1334.94,5350,224,7
2024-03-11,Affiliate,Affiliate_Network_B,11073.72,11337,293,11
2024-03-11,Direct,Direct_Traffic,217.24,4248,119,6
2024-03-12,Google Ads,Search_Brand,276.51,1489,55,3
2024-03-12,Google Ads,Search_Generic,3672.82,5815,216,11
2024-03-12,Google Ads,Shopping_Ads,9320.78,6348,255,14
2024-03-12,Google Ads,Display_Retarget,7247.62,7626,201,7
2024-03-12,Meta Ads,FB_Prospecting,746.1,2984,115,6
2024-03-12,Meta Ads,IG_Retarget,1720.3,7167,313,24
2024-03-12,Meta Ads,FB_Lookalike,2192.31,4291,91,4
2024-03-12,YouTube Ads,YT_Skippable,8476.87,6483,237,7
2024-03-12,YouTube Ads,YT_Bumper,6918.56,9058,237,2
2024-03-12,Email,Weekly_Newsletter,1592.6,6174,83,5
2024-03-12,Affiliate,Affiliate_Network_A,1749.32,1633,70,1
2024-03-12,Affiliate,Affiliate_Network_B,8286.01,4418,185,8
2024-03-12,Referral,Referral_Program,175.25,18360,740,27
2024-03-12,Direct,Direct_Traffic,154.06,271,7,0
2024-03-13,Google Ads,Search_Brand,5007.37,10584,384,28
2024-03-13,Google Ads,Search_Generic,1480.57,6938,86,3
2024-03-13,Google Ads,Shopping_Ads,2662.39,6957,66,3
2024-03-13,Google Ads,Display_Retarget,2669.42,7065,127,4
2024-03-13,Meta Ads,IG_Retarget,4934.82,5306,151,7
2024-03-13,YouTube Ads,YT_Bumper,9491.37,10396,263,5
2024-03-13,Email,Weekly_Newsletter,1185.68,664,29,0
2024-03-13,Email,Win_Back,3135.32,5734,189,7
2024-03-13,Organic Search,SEO_Blog,136.68,5967,209,6
2024-03-13,Organic Search,SEO_Category,27.1,2684,60,4
2024-03-13,Affiliate,Affiliate_Network_A,5924.12,7507,133,5
2024-03-13,Affiliate,Affiliate_Network_B,9420.29,13124,287,12
2024-03-13,Referral,Referral_Program,378.93,3374,97,5
2024-03-13,Direct,Direct_Traffic,49.59,526,10,0
2024-03-14,Google Ads,Search_Brand,3506.11,6736,276,5
2024-03-14,Google Ads,Search_Generic,2958.32,4466,192,6
2024-03-14,Google Ads,Shopping_Ads,3339.1,8142,136,3
2024-03-14,Google Ads,Display_Retarget,1609.16,4125,36,2
2024-03-14,Meta Ads,FB_Prospecting,7797.46,10164,239,7
2024-03-14,Meta Ads,IG_Retarget,1015.36,1233,43,1
2024-03-14,Meta Ads,FB_Lookalike,1726.25,11331,174,12
2024-03-14,YouTube Ads,YT_Skippable,10291.46,11584,314,25
2024-03-14,YouTube Ads,YT_Bumper,7910.73,13144,202,12
2024-03-14,Email,Win_Back,3590.8,7154,144,5
2024-03-14,Organic Search,SEO_Blog,9.72,15185,675,52
2024-03-14,Organic Search,SEO_Category,44.79,18406,102,2
2024-03-14,Affiliate,Affiliate_Network_A,978.48,2374,47,1
2024-03-14,Affiliate,Affiliate_Network_B,3503.37,4768,166,2
2024-03-15,Google Ads,Search_Brand,1329.71,10885,88,3
2024-03-15,Google Ads,Search_Generic,,11230,427,22
2024-03-15,Google Ads,Display_Retarget,1322.05,8136,103,6
2024-03-15,Meta Ads,FB_Prospecting,1952.85,4683,140,5
2024-03-15,Meta Ads,IG_Retarget,653.3,2448,78,3
2024-03-15,Meta Ads,FB_Lookalike,5993.0,10960,271,10
2024-03-15,YouTube Ads,YT_Skippable,314.95,1923,10,0
2024-03-15,YouTube Ads,YT_Bumper,2013.23,5199,60,2
2024-03-15,Email,Cart_Recovery,510.28,855,32,2
2024-03-15,Organic Search,SEO_Category,468.53,2638,50,1
2024-03-15,Affiliate,Affiliate_Network_A,298.39,283,7,0
2024-03-15,Affiliate,Affiliate_Network_B,1667.84,8013,110,5
2024-03-15,Referral,Referral_Program,214.1,11160,294,9
2024-03-16,Google Ads,Search_Brand,5412.16,6206,174,5
2024-03-16,Google Ads,Search_Generic,1508.28,17540,178,10
2024-03-16,Google Ads,Shopping_Ads,1563.12,4766,112,4
2024-03-16,Google Ads,Display_Retarget,642.33,5045,64,1
2024-03-16,Meta Ads,FB_Prospecting,4778.25,7705,111,6
2024-03-16,Meta Ads,IG_Retarget,40.46,916,4,0
2024-03-16,YouTube Ads,YT_Bumper,1934.41,7547,61,2
2024-03-16,Email,Cart_Recovery,935.63,5244,94,6
2024-03-16,Email,Win_Back,1248.76,9147,188,14
2024-03-16,Organic Search,SEO_Blog,25.31,9408,306,14
2024-03-16,Affiliate,Affiliate_Network_A,7783.56,5410,185,8
2024-03-16,Affiliate,Affiliate_Network_B,2606.97,4661,76,2
2024-03-16,Direct,Direct_Traffic,142.01,1490,29,1
2024-03-17,Google Ads,Search_Brand,1166.71,8028,61,1
2024-03-17,Google Ads,Search_Generic,416.99,3643,28,1
2024-03-17,Google Ads,Display_Retarget,2245.88,2619,100,6
2024-03-17,Meta Ads,FB_Prospecting,1332.49,9216,90,1
2024-03-17,Meta Ads,IG_Retarget,54.95,1314,7,0
2024-03-17,YouTube Ads,YT_Skippable,383.96,1303,45,2
2024-03-17,YouTube Ads,YT_Bumper,15307.59,10768,420,27
2024-03-17,Email,Weekly_Newsletter,4851.81,8987,123,5
2024-03-17,Email,Cart_Recovery,295.75,2638,15,0
2024-03-17,Organic Search,SEO_Category,183.74,431,12,0
2024-03-17,Affiliate,Affiliate_Network_A,5014.61,8252,150,2
2024-03-17,Affiliate,Affiliate_Network_B,1216.66,5454,203,8
2024-03-17,Direct,Direct_Traffic,438.33,3503,28,1
2024-03-18,Google Ads,Search_Brand,7334.58,8298,270,12
2024-03-18,Google Ads,Search_Generic,893.79,1727,46,0
2024-03-18,Google Ads,Display_Retarget,8691.09,7113,275,8
2024-03-18,Meta Ads,IG_Retarget,1234.94,7725,118,5
2024-03-18,Meta Ads,FB_Lookalike,1179.87,3801,36,1
2024-03-18,YouTube Ads,YT_Bumper,75.98,591,9,0
2024-03-18,Email,Weekly_Newsletter,468.26,8570,55,3
2024-03-18,Email,Cart_Recovery,6016.8,7074,142,7
2024-03-18,Organic Search,SEO_Blog,318.27,11457,267,9
2024-03-18,Organic Search,SEO_Category,182.66,5382,57,2
2024-03-18,Affiliate,Affiliate_Network_A,661.06,1004,22,1
2024-03-18,Affiliate,Affiliate_Network_B,574.17,1637,13,0
2024-03-18,Direct,Direct_Traffic,154.32,8654,268,17
2024-03-19,Google Ads,Search_Brand,5698.45,10985,267,11
2024-03-19,Google Ads,Search_Generic,1864.95,2429,92,1
2024-03-19,Google Ads,Shopping_Ads,1189.08,670,29,0
2024-03-19,Google Ads,Display_Retarget,4211.9,5645,227,14
2024-03-19,Meta Ads,FB_Prospecting,10414.48,6860,250,15
2024-03-19,Meta Ads,IG_Retarget,906.4,2393,91,6
2024-03-19,Meta Ads,FB_Lookalike,4129.2,15051,287,5
2024-03-19,YouTube Ads,YT_Skippable,324.27,770,34,1
2024-03-19,YouTube Ads,YT_Bumper,1408.43,6974,51,1
2024-03-19,Email,Weekly_Newsletter,1088.58,2095,62,1
2024-03-19,Email,Cart_Recovery,414.88,5326,47,2
2024-03-19,Organic Search,SEO_Category,288.28,6971,105,8
2024-03-19,Affiliate,Affiliate_Network_A,131.53,578,18,1
2024-03-19,Affiliate,Affiliate_Network_B,3840.41,4437,90,6
2024-03-19,Direct,Direct_Traffic,289.07,15965,554,20
2024-03-20,Google Ads,Search_Brand,3794.42,5768,220,9
2024-03-20,Google Ads,Shopping_Ads,411.56,2516,57,2
2024-03-20,Meta Ads,FB_Lookalike,2010.52,2557,48,3
2024-03-20,Email,Weekly_Newsletter,818.5,1747,59,1
2024-03-20,Email,Cart_Recovery,3360.78,3500,107,3
2024-03-20,Email,Win_Back,24083.43,15744,560,12
2024-03-20,Organic Search,SEO_Category,34.71,11137,369,18
2024-03-20,Affiliate,Affiliate_Network_A,2595.08,1765,69,0
2024-03-20,Affiliate,Affiliate_Network_B,2187.46,1275,53,0
2024-03-20,Referral,Referral_Program,497.91,4399,78,0
2024-03-20,Direct,Direct_Traffic,130.06,2711,57,3
2024-03-21,Google Ads,Search_Brand,1046.89,1765,77,1
2024-03-21,Google Ads,Search_Generic,2547.54,6269,94,2
2024-03-21,Google Ads,Shopping_Ads,1300.21,2988,121,2
2024-03-21,Google Ads,Display_Retarget,2828.18,4696,169,2
2024-03-21,Meta Ads,FB_Prospecting,3147.07,7594,109,4
2024-03-21,YouTube Ads,YT_Skippable,,5419,233,16
2024-03-21,Email,Weekly_Newsletter,1811.18,2053,48,0
2024-03-21,Email,Cart_Recovery,687.42,1558,46,3
2024-03-21,Email,Win_Back,5495.14,3246,142,5
2024-03-21,Organic Search,SEO_Blog,312.98,4297,133,7
2024-03-21,Organic Search,SEO_Category,497.22,2558,36,0
2024-03-21,Affiliate,Affiliate_Network_A,1833.66,5429,135,10
2024-03-21,Referral,Referral_Program,252.68,8449,178,5
2024-03-21,Direct,Direct_Traffic,288.02,5461,134,3
2024-03-22,Google Ads,Search_Generic,2739.76,6504,150,10
2024-03-22,Google Ads,Shopping_Ads,705.53,764,29,0
2024-03-22,Google Ads,Display_Retarget,520.53,3423,24,1
2024-03-22,Meta Ads,FB_Prospecting,386.86,3794,115,4
2024-03-22,Meta Ads,IG_Retarget,3000.9,2534,109,7
2024-03-22,YouTube Ads,YT_Skippable,3734.2,11405,446,23
2024-03-22,YouTube Ads,YT_Bumper,989.68,5112,109,1
2024-03-22,Email,Weekly_Newsletter,2342.23,6088,53,0
2024-03-22,Email,Cart_Recovery,4466.34,7701,199,7
2024-03-22,Email,Win_Back,162.28,3814,23,1
2024-03-22,Organic Search,SEO_Category,294.27,2659,45,1
2024-03-22,Affiliate,Affiliate_Network_B,329.07,6594,78,0
2024-03-22,Referral,Referral_Program,344.15,4401,124,1
2024-03-22,Direct,Direct_Traffic,233.45,646,19,1
2024-03-23,Google Ads,Search_Brand,4480.69,5966,137,1
2024-03-23,Google Ads,Shopping_Ads,6574.7,7198,192,8
2024-03-23,Google Ads,Display_Retarget,3788.75,4630,163,5
2024-03-23,Meta Ads,FB_Prospecting,10303.09,8223,357,20
2024-03-23,Meta Ads,IG_Retarget,3733.32,6334,99,2
2024-03-23,Meta Ads,FB_Lookalike,320.8,974,8,0
2024-03-23,YouTube Ads,YT_Bumper,3801.66,6209,277,14
2024-03-23,Email,Weekly_Newsletter,3256.53,7425,176,13
2024-03-23,Email,Cart_Recovery,366.21,4919,29,0
2024-03-23,Organic Search,SEO_Blog,169.8,5266,133,8
2024-03-23,Affiliate,Affiliate_Network_B,1437.54,3574,53,1
2024-03-24,Google Ads,Search_Brand,208.46,1655,17,0
2024-03-24,Google Ads,Display_Retarget,3937.04,9127,167,8
2024-03-24,Meta Ads,FB_Prospecting,1966.39,3854,136,9
2024-03-24,Meta Ads,IG_Retarget,2093.17,4254,138,2
2024-03-24,Meta Ads,FB_Lookalike,616.75,4570,135,8
2024-03-24,YouTube Ads,YT_Skippable,1453.64,6715,44,2
2024-03-24,YouTube Ads,YT_Bumper,5068.67,7959,146,5
2024-03-24,Email,Cart_Recovery,1653.28,6257,37,1
2024-03-24,Email,Win_Back,2502.31,2939,125,6
2024-03-24,Organic Search,SEO_Blog,222.31,7880,182,7
2024-03-24,Organic Search,SEO_Category,331.19,3310,30,1
2024-03-24,Affiliate,Affiliate_Network_A,8410.77,5266,215,13
2024-03-24,Affiliate,Affiliate_Network_B,1560.9,2675,72,2
2024-03-24,Referral,Referral_Program,414.42,8781,93,2
2024-03-24,Direct,Direct_Traffic,117.13,7517,111,6
2024-03-25,Google Ads,Search_Generic,4190.43,9879,403,28
2024-03-25,Google Ads,Shopping_Ads,418.4,3024,23,1
2024-03-25,Google Ads,Display_Retarget,9822.78,5637,223,10
2024-03-25,Meta Ads,FB_Prospecting,8546.35,18336,221,7
2024-03-25,YouTube Ads,YT_Skippable,683.84,4364,56,2
2024-03-25,YouTube Ads,YT_Bumper,1375.9,3837,168,12
2024-03-25,Email,Win_Back,1807.53,5015,54,3
2024-03-25,Organic Search,SEO_Blog,286.91,988,43,1
2024-03-25,Organic Search,SEO_Category,224.08,10576,206,6
2024-03-25,Affiliate,Affiliate_Network_A,805.61,1759,29,1
2024-03-25,Affiliate,Affiliate_Network_B,198.9,2402,15,0
2024-03-25,Referral,Referral_Program,265.24,2686,44,2
2024-03-25,Direct,Direct_Traffic,211.59,6227,159,12
2024-03-26,Google Ads,Search_Brand,4433.45,11312,149,6
2024-03-26,Google Ads,Shopping_Ads,811.22,5163,61,4
2024-03-26,Meta Ads,IG_Retarget,12591.65,10190,351,4
2024-03-26,Meta Ads,FB_Lookalike,1111.33,4420,30,1
2024-03-26,YouTube Ads,YT_Skippable,810.16,3247,49,3
2024-03-26,YouTube Ads,YT_Bumper,3104.79,3927,88,3
2024-03-26,Email,Cart_Recovery,10904.04,8684,364,17
2024-03-26,Email,Win_Back,614.23,701,29,2
2024-03-26,Organic Search,SEO_Blog,476.77,6241,205,5
2024-03-26,Organic Search,SEO_Category,22.94,13834,252,13
2024-03-26,Referral,Referral_Program,324.49,1967,72,5
2024-03-26,Direct,Direct_Traffic,240.03,4594,155,9
2024-03-27,Google Ads,Search_Brand,695.33,9013,114,2
2024-03-27,Google Ads,Search_Generic,4413.14,9712,172,10
2024-03-27,Meta Ads,FB_Prospecting,3373.35,2849,78,1
2024-03-27,Meta Ads,IG_Retarget,5292.58,4993,149,11
2024-03-27,Meta Ads,FB_Lookalike,5771.07,8864,136,6
2024-03-27,YouTube Ads,YT_Skippable,569.69,1040,22,1
2024-03-27,Email,Weekly_Newsletter,1737.3,3856,92,3
2024-03-27,Email,Win_Back,1667.8,6303,74,2
2024-03-27,Organic Search,SEO_Blog,299.15,11053,485,7
2024-03-27,Organic Search,SEO_Category,215.13,2606,57,3
2024-03-27,Affiliate,Affiliate_Network_A,5043.81,15206,674,11
2024-03-27,Referral,Referral_Program,203.9,6950,117,7
2024-03-27,Direct,Direct_Traffic,420.59,7247,109,5
2024-03-28,Google Ads,Search_Generic,17345.86,10977,411,17
2024-03-28,Google Ads,Shopping_Ads,,3912,159,6
2024-03-28,Google Ads,Display_Retarget,9077.89,9791,370,17
2024-03-28,Meta Ads,FB_Prospecting,638.25,1592,49,1
2024-03-28,Meta Ads,FB_Lookalike,2548.29,2979,64,4
2024-03-28,YouTube Ads,YT_Bumper,2240.18,5084,167,9
2024-03-28,Email,Cart_Recovery,565.0,3953,146,6
2024-03-28,Email,Win_Back,6956.04,4329,160,10
2024-03-28,Organic Search,SEO_Category,335.5,13223,523,17
2024-03-28,Affiliate,Affiliate_Network_A,6610.43,9767,184,3
2024-03-28,Affiliate,Affiliate_Network_B,5619.82,5355,130,6
2024-03-28,Direct,Direct_Traffic,175.96,6865,105,2
2024-03-29,Google Ads,Search_Brand,11867.89,9717,421,8
2024-03-29,Google Ads,Search_Generic,18687.83,17567,417,26
2024-03-29,Google Ads,Display_Retarget,74.91,908,12,0
2024-03-29,Meta Ads,FB_Prospecting,388.29,3782,30,0
2024-03-29,Meta Ads,IG_Retarget,2662.82,7669,180,6
2024-03-29,Meta Ads,FB_Lookalike,2391.67,3379,107,1
2024-03-29,YouTube Ads,YT_Bumper,2018.74,13191,174,3
2024-03-29,Email,Win_Back,2346.28,5819,75,2
2024-03-29,Organic Search,SEO_Blog,198.04,2479,80,5
2024-03-29,Organic Search,SEO_Category,197.9,5782,154,9
2024-03-29,Affiliate,Affiliate_Network_A,4988.38,18042,234,16
2024-03-29,Referral,Referral_Program,418.11,1562,47,1
2024-03-30,Google Ads,Search_Generic,990.74,5896,243,13
2024-03-30,Google Ads,Shopping_Ads,2643.63,5401,82,5
2024-03-30,Google Ads,Display_Retarget,4110.96,4744,144,10
2024-03-30,Meta Ads,FB_Prospecting,183.48,859,9,0
2024-03-30,Meta Ads,FB_Lookalike,7052.27,16612,582,40
2024-03-30,YouTube Ads,YT_Skippable,989.94,4280,35,2
2024-03-30,YouTube Ads,YT_Bumper,625.61,3505,34,1
2024-03-30,Email,Weekly_Newsletter,3122.21,6791,112,7
2024-03-30,Email,Cart_Recovery,151.6,1957,29,0
2024-03-30,Email,Win_Back,1769.71,6246,279,14
2024-03-30,Organic Search,SEO_Blog,228.48,3779,135,7
2024-03-30,Affiliate,Affiliate_Network_A,176.33,1337,32,1
2024-03-30,Direct,Direct_Traffic,334.59,16289,290,16
2024-03-31,Google Ads,Search_Brand,1382.55,5490,137,2
2024-03-31,Google Ads,Search_Generic,11553.91,12431,352,8
2024-03-31,Google Ads,Display_Retarget,977.87,754,23,0
2024-03-31,Meta Ads,FB_Prospecting,2379.07,2732,56,3
2024-03-31,YouTube Ads,YT_Skippable,1838.92,2943,128,5
2024-03-31,YouTube Ads,YT_Bumper,112.99,3058,25,0
2024-03-31,Email,Weekly_Newsletter,1053.94,6655,42,0
2024-03-31,Organic Search,SEO_Category,201.28,1903,26,1
2024-03-31,Affiliate,Affiliate_Network_A,4482.89,8004,273,21
2024-03-31,Affiliate,Affiliate_Network_B,1359.75,4667,33,1
2024-03-31,Referral,Referral_Program,169.75,4326,160,7
2024-03-31,Direct,Direct_Traffic,455.05,9172,326,5
2024-04-01,Google Ads,Shopping_Ads,709.8,15565,116,5
2024-04-01,Meta Ads,FB_Prospecting,222.85,2297,15,1
2024-04-01,Meta Ads,IG_Retarget,5882.17,10554,289,9
2024-04-01,Meta Ads,FB_Lookalike,342.99,4953,47,1
2024-04-01,YouTube Ads,YT_Bumper,24548.74,17226,632,20
2024-04-01,Email,Weekly_Newsletter,117.12,955,26,1
2024-04-01,Email,Win_Back,380.43,1217,9,0
2024-04-01,Organic Search,SEO_Blog,286.71,7089,122,7
2024-04-01,Organic Search,SEO_Category,492.08,16379,334,18
2024-04-01,Affiliate,Affiliate_Network_A,3302.1,14122,161,12
2024-04-01,Affiliate,Affiliate_Network_B,7172.81,5210,196,15
2024-04-01,Referral,Referral_Program,403.61,3335,76,1
2024-04-01,Direct,Direct_Traffic,76.67,2469,80,4
2024-04-02,Google Ads,Search_Brand,5848.38,6273,173,10
2024-04-02,Google Ads,Search_Generic,2559.12,4174,121,4
2024-04-02,Google Ads,Shopping_Ads,2747.81,4361,148,2
2024-04-02,Google Ads,Display_Retarget,1952.83,10830,95,3
2024-04-02,Meta Ads,FB_Prospecting,678.71,8790,77,2
2024-04-02,Meta Ads,FB_Lookalike,7824.35,7097,199,10
2024-04-02,Email,Weekly_Newsletter,3627.5,4794,124,9
2024-04-02,Email,Win_Back,363.01,5614,32,0
