customer_id,days_since_last_purchase,purchase_frequency,total_spend,avg_order_value,number_of_sessions,cart_abandonment,returns,discount_usage,churned
C113689,2,3,125573.65,41857.88333333333,11.0,2.0,0.0,0.0,0
C107160,30,8,123758.0225,15469.752812499999,7.0,2.0,0.0,0.75,0
C109817,178,1,14007.564000000002,14007.564000000002,8.0,1.0,0.0,1.0,1
C106018,782,1,13409.248000000001,13409.248000000001,8.0,3.0,0.0,1.0,1
C102446,640,5,46970.4195,9394.083900000001,8.0,4.0,1.0,0.6,1
C114890,1,1,31096.28,31096.28,5.0,2.0,0.0,0.0,0
C112630,324,2,37580.18,18790.09,3.0,1.0,0.0,0.0,1
C100658,80,1,12827.898000000001,12827.898000000001,6.0,1.0,0.0,1.0,0
C106852,189,3,69411.509,23137.16966666667,10.0,1.0,0.0,0.6666666666666666,1
C107943,206,1,16108.752,16108.752,11.0,3.0,0.0,1.0,1
C108833,0,4,103167.0615,25791.765375,7.0,1.0,1.0,0.5,0
C114412,44,4,57733.227,14433.306750000002,8.0,2.0,1.0,0.25,0
C112346,173,2,20745.953,10372.976499999999,10.0,2.0,0.0,0.5,1
C113536,-1,2,27484.034,13742.017,8.0,2.0,0.0,1.0,0
C113555,426,2,31364.352000000003,15682.176000000001,13.0,4.0,0.0,0.5,1
C102889,49,4,79536.17,19884.0425,14.0,5.0,2.0,0.25,0
C101248,382,1,3241.324,3241.324,4.0,0.0,0.0,1.0,1
C108180,57,6,77762.068,12960.344666666666,6.0,2.0,0.0,0.16666666666666666,0
C100063,275,3,53423.885500000004,17807.96183333333,5.0,0.0,1.0,0.3333333333333333,1
C107109,332,3,97443.874,32481.29133333333,9.0,2.0,3.0,0.3333333333333333,1
C113885,49,3,34998.4355,11666.145166666667,11.0,6.0,0.0,0.3333333333333333,0
C102248,318,2,14317.692000000001,7158.8460000000005,12.0,5.0,0.0,0.5,1
C102394,23,4,115240.8235,28810.205875,10.0,2.0,1.0,0.5,0
C102414,61,6,84782.80900000001,14130.468166666667,10.0,2.0,1.0,0.6666666666666666,0
C112650,28,8,136234.7385,17029.3423125,10.0,2.0,0.0,0.625,0
C113077,93,5,82228.2575,16445.6515,8.0,2.0,1.0,0.6,1
C114735,281,3,46730.751000000004,15576.917,6.0,0.0,0.0,0.6666666666666666,1
C107807,589,2,56397.212,28198.606,6.0,2.0,1.0,0.5,1
C109944,84,3,11658.3635,3886.1211666666663,7.0,1.0,0.0,1.0,0
C114686,325,4,88036.2345,22009.058625,8.0,2.0,1.0,1.0,1
C113410,29,9,209757.049,23306.33877777778,9.0,2.0,3.0,0.3333333333333333,0
C107971,8,3,81147.11549999999,27049.0385,10.0,3.0,0.0,0.6666666666666666,0
C101152,314,3,107022.164,35674.05466666667,9.0,2.0,1.0,0.3333333333333333,1
C102510,1,9,203707.0575,22634.1175,11.0,5.0,0.0,0.7777777777777778,0
C106478,170,2,42679.0265,21339.51325,13.0,7.0,0.0,0.5,1
C113405,83,2,52168.764,26084.381999999998,10.0,3.0,0.0,0.5,0
C101698,54,2,29514.230000000003,14757.115000000002,5.0,1.0,1.0,0.0,0
C106628,23,4,92385.779,23096.44475,15.0,1.0,1.0,0.75,0
C101141,148,3,11780.6835,3926.8945,4.0,1.0,0.0,1.0,1
C113888,47,3,23122.381,7707.460333333333,8.0,2.0,0.0,0.6666666666666666,0
C113491,128,3,64094.57,21364.856666666667,6.0,1.0,0.0,0.0,1
C111318,42,1,34845.97,34845.97,5.0,2.0,0.0,0.0,0
C114986,261,4,85515.008,21378.752,8.0,2.0,0.0,0.5,1
C105098,39,7,138088.5795,19726.939928571428,7.0,3.0,0.0,0.5714285714285714,0
C102383,63,3,51187.426,17062.475333333332,6.0,1.0,0.0,0.6666666666666666,0
C105259,17,6,160422.521,26737.086833333335,5.0,1.0,2.0,0.5,0
C103190,-1,4,104649.887,26162.471749999997,15.0,5.0,1.0,1.0,0
C107873,4,7,126644.912,18092.130285714284,5.0,1.0,2.0,0.42857142857142855,0
C103892,183,2,40425.14,20212.57,9.0,2.0,0.0,0.5,1
C113269,13,1,32352.69,32352.69,11.0,3.0,0.0,0.0,0
C101845,64,1,12659.9765,12659.9765,9.0,1.0,0.0,1.0,0
C102827,137,3,70085.924,23361.974666666665,9.0,4.0,1.0,1.0,1
C105309,35,9,181912.275,20212.475,7.0,1.0,5.0,0.4444444444444444,0
C102847,139,3,57857.088,19285.696,6.0,2.0,1.0,0.6666666666666666,1
C107015,141,2,33505.084,16752.542,8.0,3.0,0.0,0.5,1
C104333,236,3,53787.5725,17929.190833333334,11.0,1.0,2.0,1.0,1
C110289,311,3,65752.269,21917.423,9.0,2.0,0.0,0.6666666666666666,1
C103518,15,4,31007.3225,7751.830625,10.0,4.0,0.0,0.75,0
C108009,241,2,34292.7145,17146.357249999997,5.0,2.0,0.0,1.0,1
C105392,251,1,3175.2324999999996,3175.2324999999996,12.0,4.0,0.0,1.0,1
C100782,523,2,57871.288,28935.644,10.0,5.0,1.0,0.5,1
C110287,66,4,44269.2435,11067.310875,7.0,3.0,1.0,0.75,0
C104289,120,1,15545.043000000001,15545.043000000001,5.0,3.0,0.0,1.0,1
C111395,77,2,45775.943,22887.9715,7.0,0.0,0.0,1.0,0
C114600,274,6,93552.4935,15592.08225,8.0,2.0,3.0,1.0,1
C104011,35,6,95367.913,15894.652166666667,10.0,1.0,0.0,0.6666666666666666,0
C102723,25,1,8528.254500000001,8528.254500000001,9.0,1.0,0.0,1.0,0
C101058,73,2,27853.756,13926.878,9.0,2.0,0.0,1.0,0
C102247,192,5,126542.85,25308.57,8.0,3.0,1.0,0.4,1
C114360,41,5,37889.684,7577.9368,8.0,0.0,3.0,0.8,0
C102772,620,1,19538.352,19538.352,7.0,3.0,0.0,1.0,1
C110554,505,2,71965.72,35982.86,9.0,5.0,0.0,0.0,1
C105068,74,10,210654.488,21065.448800000002,7.0,3.0,3.0,0.6,0
C101196,2,2,5274.791,2637.3955,9.0,1.0,0.0,0.5,0
C102763,131,1,42461.729999999996,42461.729999999996,6.0,1.0,0.0,0.0,1
C114045,13,2,52785.727,26392.8635,11.0,2.0,3.0,0.5,0
C107994,80,2,10732.979,5366.4895,11.0,3.0,0.0,0.5,0
C102900,9,8,93620.174,11702.52175,8.0,2.0,1.0,0.5,0
C100619,10,4,49385.87,12346.467499999999,7.0,2.0,0.0,0.0,0
C108719,72,2,74606.57,37303.285,10.0,3.0,0.0,0.0,0
C108925,18,1,10453.626,10453.626,5.0,2.0,0.0,1.0,0
C104303,45,2,33523.06,16761.53,13.0,8.0,0.0,0.0,0
C113294,19,1,33458.24,33458.24,7.0,2.0,0.0,0.0,0
C109802,206,3,39451.284,13150.428,11.0,0.0,0.0,0.3333333333333333,1
C102621,689,1,23905.420000000002,23905.420000000002,7.0,2.0,0.0,0.0,1
C100634,178,1,13260.65,13260.65,8.0,2.0,0.0,0.0,1
C104442,5,5,242408.41100000002,48481.6822,10.0,2.0,1.0,0.6,0
C111540,93,1,50231.430499999995,50231.430499999995,8.0,1.0,0.0,1.0,1
C112123,1,5,96002.515,19200.503,5.0,1.0,1.0,0.6,0
C107949,102,5,50956.6635,10191.3327,7.0,1.0,1.0,0.6,1
C103194,651,3,79413.54000000001,26471.180000000004,8.0,4.0,0.0,0.3333333333333333,1
C101945,-1,14,296355.7635,21168.26882142857,7.0,2.0,5.0,0.7857142857142857,0
C102268,291,2,56946.738000000005,28473.369000000002,9.0,1.0,1.0,1.0,1
C106384,169,1,6271.0960000000005,6271.0960000000005,8.0,1.0,0.0,1.0,1
C106714,313,2,29916.160000000003,14958.080000000002,9.0,3.0,1.0,1.0,1
C109316,130,3,35594.314,11864.771333333332,10.0,1.0,0.0,1.0,1
C102290,-1,3,42174.5875,14058.195833333333,7.0,3.0,0.0,0.6666666666666666,0
C102171,0,2,23618.489,11809.2445,5.0,0.0,0.0,1.0,0
C102225,11,7,140189.1915,20027.027357142855,16.0,7.0,0.0,0.5714285714285714,0
C112585,87,1,9663.048499999999,9663.048499999999,9.0,3.0,1.0,1.0,0
C104737,102,1,682.06,682.06,7.0,3.0,0.0,0.0,1
C103246,11,3,86671.938,28890.645999999997,11.0,5.0,0.0,0.6666666666666666,0
C103157,570,2,33464.556,16732.278,13.0,4.0,0.0,1.0,1
C102672,69,4,104967.958,26241.9895,11.0,1.0,0.0,0.75,0
C105782,2,6,82231.5,13705.25,7.0,3.0,1.0,0.8333333333333334,0
C101259,0,5,111940.77100000001,22388.1542,14.0,5.0,1.0,0.8,0
C106270,522,1,9932.199999999999,9932.199999999999,7.0,4.0,1.0,0.0,1
C112286,160,2,23363.217,11681.6085,5.0,1.0,1.0,0.5,1
C101752,27,3,101618.76400000001,33872.92133333334,10.0,3.0,0.0,0.6666666666666666,0
C103852,465,1,8576.884999999998,8576.884999999998,7.0,3.0,0.0,1.0,1
C105651,-1,3,99866.618,33288.87266666667,12.0,3.0,0.0,0.6666666666666666,0
C114271,584,1,7817.008000000001,7817.008000000001,10.0,5.0,0.0,1.0,1
C108731,130,5,111762.4205,22352.484099999998,4.0,0.0,1.0,0.2,1
C114361,-1,4,44165.202999999994,11041.30075,5.0,1.0,0.0,0.75,0
C103252,253,2,53782.630000000005,26891.315,10.0,4.0,0.0,0.0,1
C108461,18,4,112761.798,28190.4495,6.0,3.0,1.0,0.5,0
C108396,171,3,92520.03850000001,30840.012833333338,8.0,2.0,0.0,1.0,1
C114202,886,1,5859.4495,5859.4495,9.0,2.0,0.0,1.0,1
C114663,199,3,103952.413,34650.80433333333,14.0,3.0,0.0,0.3333333333333333,1
C102583,23,2,74217.59599999999,37108.797999999995,7.0,1.0,0.0,0.5,0
C101536,509,3,37099.538,12366.512666666667,7.0,1.0,2.0,0.3333333333333333,1
C104413,455,2,73733.06049999999,36866.530249999996,13.0,5.0,0.0,1.0,1
C105118,13,7,124088.38399999999,17726.912,8.0,3.0,0.0,0.5714285714285714,0
C104925,81,2,32737.5415,16368.77075,6.0,1.0,0.0,1.0,0
C100839,37,2,12840.2315,6420.11575,10.0,5.0,0.0,0.5,0
C110975,37,2,35466.672999999995,17733.336499999998,9.0,1.0,1.0,1.0,0
C114003,19,4,101306.834,25326.7085,8.0,3.0,1.0,1.0,0
C106335,153,2,35654.2015,17827.10075,12.0,6.0,0.0,0.5,1
C100548,72,5,133564.1605,26712.8321,8.0,2.0,0.0,0.6,0
C101367,115,1,5390.6,5390.6,10.0,1.0,0.0,0.0,1
C108610,180,3,87655.728,29218.576,9.0,3.0,0.0,0.6666666666666666,1
C107867,65,4,83300.01,20825.0025,7.0,3.0,0.0,0.0,0
C114022,8,4,78436.2015,19609.050375,9.0,0.0,0.0,0.5,0
C103834,106,3,58553.1,19517.7,14.0,5.0,0.0,0.6666666666666666,1
C104494,165,4,51718.9205,12929.730124999998,6.0,0.0,0.0,0.75,1
C101819,46,7,175545.506,25077.929428571428,8.0,3.0,2.0,0.7142857142857143,0
C104264,440,2,51420.246999999996,25710.123499999998,7.0,3.0,1.0,0.5,1
C111720,8,2,57444.418999999994,28722.209499999997,15.0,3.0,1.0,0.5,0
C110617,152,2,27977.989999999998,13988.994999999999,10.0,1.0,0.0,0.5,1
C105899,137,6,141762.5705,23627.095083333334,10.0,4.0,0.0,0.6666666666666666,1
C102400,199,1,20959.17,20959.17,13.0,4.0,0.0,0.0,1
C104940,84,4,71577.517,17894.379249999998,12.0,2.0,0.0,0.75,0
C104185,33,6,90094.763,15015.793833333335,9.0,3.0,1.0,0.3333333333333333,0
C106897,37,1,23980.6695,23980.6695,10.0,2.0,1.0,1.0,0
C101290,67,1,53284.365000000005,53284.365000000005,8.0,4.0,0.0,1.0,0
C105584,496,2,13949.59,6974.795,6.0,3.0,0.0,0.0,1
C106919,3,9,177258.67250000002,19695.408055555556,6.0,0.0,0.0,0.5555555555555556,0
C105604,4,4,33020.3055,8255.076375,10.0,3.0,0.0,0.75,0
C106229,448,2,21391.842000000004,10695.921000000002,10.0,5.0,0.0,1.0,1
C101413,41,5,156047.5595,31209.5119,8.0,2.0,0.0,0.8,0
C102199,127,2,107390.23400000001,53695.117,11.0,1.0,1.0,0.5,1
C114373,66,5,133871.8105,26774.3621,3.0,1.0,1.0,0.4,0
C114307,224,3,53351.0795,17783.693166666668,6.0,0.0,0.0,0.6666666666666666,1
C114706,110,6,109131.22899999999,18188.538166666665,2.0,0.0,0.0,0.8333333333333334,1
C104240,159,3,71603.3575,23867.78583333333,7.0,1.0,0.0,0.6666666666666666,1
C114172,55,3,43654.119999999995,14551.373333333335,8.0,4.0,0.0,0.0,0
C106941,368,2,103597.22,51798.61,6.0,1.0,2.0,0.0,1
C114579,201,2,36793.149999999994,18396.574999999997,9.0,3.0,1.0,0.5,1
C112921,14,5,72733.2975,14546.6595,7.0,2.0,0.0,0.6,0
C114583,299,4,68687.41649999999,17171.854124999998,8.0,5.0,0.0,0.5,1
C110388,58,3,59628.3385,19876.112833333333,6.0,2.0,0.0,0.6666666666666666,0
C103637,29,3,26579.239,8859.746333333334,3.0,2.0,1.0,0.6666666666666666,0
C112849,10,11,151613.657,13783.059727272728,8.0,3.0,1.0,0.45454545454545453,0
C100832,100,1,23588.911,23588.911,4.0,1.0,0.0,1.0,1
C112553,10,1,1386.1040000000003,1386.1040000000003,4.0,0.0,0.0,1.0,0
C102699,2,3,56026.85,18675.616666666665,3.0,1.0,2.0,0.0,0
C113076,9,7,165257.2415,23608.177357142857,7.0,4.0,0.0,0.5714285714285714,0
C103952,21,2,12035.086,6017.543000000001,11.0,3.0,0.0,1.0,0
C107712,274,1,42996.29,42996.29,12.0,2.0,0.0,0.0,1
C104354,0,2,81679.4,40839.7,6.0,0.0,0.0,0.0,0
C107620,1028,1,13086.369999999999,13086.369999999999,10.0,5.0,1.0,0.0,1
C107012,84,1,38630.46,38630.46,10.0,3.0,0.0,1.0,0
C100087,83,3,87272.25600000001,29090.751999999997,9.0,3.0,0.0,1.0,0
C100656,3,5,124203.80200000001,24840.7604,9.0,2.0,1.0,0.8,0
C104751,55,7,107194.485,15313.497857142856,6.0,1.0,1.0,0.7142857142857143,0
C112344,63,1,24263.78,24263.78,13.0,5.0,0.0,0.0,0
C106661,456,6,142640.194,23773.365666666665,7.0,1.0,0.0,0.5,1
C114952,426,1,10978.623,10978.623,7.0,1.0,1.0,1.0,1
C107033,2,4,51755.358,12938.8395,6.0,2.0,0.0,0.75,0
C102506,121,5,149711.0285,29942.205700000002,11.0,4.0,3.0,0.8,1
C111823,76,2,93750.205,46875.10249999999,7.0,2.0,1.0,1.0,0
C110426,235,4,77407.7435,19351.935875,9.0,2.0,0.0,0.5,1
C111370,34,4,75175.384,18793.846,10.0,1.0,0.0,1.0,0
C108954,319,4,48229.362499999996,12057.340625,10.0,0.0,0.0,1.0,1
C109799,0,5,110631.747,22126.3494,8.0,0.0,0.0,0.4,0
C108153,13,4,96858.227,24214.55675,11.0,3.0,1.0,0.75,0
C102069,14,2,40154.42,20077.21,8.0,2.0,2.0,0.0,0
C100806,51,5,162957.967,32591.5934,9.0,3.0,0.0,0.4,0
C106095,-1,6,103071.7025,17178.617083333334,4.0,2.0,0.0,0.5,0
C104784,12,7,165451.61549999999,23635.945071428574,7.0,2.0,1.0,0.2857142857142857,0
C108457,221,3,70490.6665,23496.88883333333,10.0,5.0,1.0,0.6666666666666666,1
C110053,317,3,61403.80300000001,20467.934333333335,8.0,3.0,0.0,1.0,1
C102365,17,4,103665.2865,25916.321625,7.0,1.0,1.0,0.25,0
C104681,74,3,45948.279500000004,15316.093166666667,9.0,1.0,2.0,1.0,0
C101314,100,2,58755.7975,29377.89875,5.0,0.0,1.0,1.0,1
C110711,48,2,36323.947499999995,18161.973749999997,12.0,1.0,0.0,0.5,0
C110393,167,5,134661.4525,26932.290500000003,6.0,1.0,2.0,0.8,1
C111031,90,3,120681.13,40227.043333333335,9.0,1.0,1.0,0.0,0
C112691,112,3,85713.88,28571.293333333335,10.0,3.0,1.0,0.6666666666666666,1
C114269,14,1,26541.55,26541.55,7.0,2.0,0.0,0.0,0
C110660,482,1,53243.5,53243.5,14.0,4.0,0.0,0.0,1
C100817,549,1,6466.83,6466.83,6.0,3.0,0.0,0.0,1
C109545,73,3,32170.017,10723.339,11.0,4.0,0.0,0.6666666666666666,0
C107431,94,4,73945.199,18486.29975,4.0,0.0,0.0,0.25,1
C103438,553,1,7008.784,7008.784,7.0,3.0,0.0,1.0,1
C100226,387,3,57821.538,19273.846,8.0,1.0,0.0,0.3333333333333333,1
C102356,626,2,43370.632,21685.316,7.0,2.0,0.0,0.5,1
C107887,182,2,46702.948000000004,23351.474000000002,10.0,1.0,0.0,1.0,1
C101947,37,3,47041.5005,15680.500166666665,7.0,1.0,2.0,1.0,0
C113729,44,3,63226.291000000005,21075.430333333334,7.0,2.0,0.0,1.0,0
C111988,245,3,73058.554,24352.85133333333,6.0,0.0,0.0,1.0,1
C108055,167,2,68725.60800000001,34362.804000000004,8.0,2.0,0.0,0.5,1
C113870,111,1,7044.1795,7044.1795,9.0,3.0,1.0,1.0,1
C108116,91,1,6167.84,6167.84,9.0,3.0,0.0,0.0,1
C104558,41,3,51426.960999999996,17142.320333333333,7.0,3.0,2.0,1.0,0
C114215,111,3,111319.09749999999,37106.36583333334,12.0,2.0,1.0,1.0,1
C104049,87,1,31725.579999999998,31725.579999999998,9.0,4.0,0.0,0.0,0
C113763,63,5,135684.6405,27136.928099999997,8.0,0.0,1.0,0.4,0
C102969,245,6,85798.633,14299.772166666668,4.0,0.0,2.0,0.6666666666666666,1
C113104,189,1,29183.949,29183.949,10.0,3.0,0.0,1.0,1
C101838,2,2,10763.5085,5381.75425,11.0,5.0,0.0,0.5,0
C100478,85,4,60972.05449999999,15243.013624999998,10.0,2.0,0.0,1.0,0
C112297,375,4,94676.11600000001,23669.029,13.0,3.0,1.0,0.75,1
C106649,360,2,20728.88,10364.44,7.0,3.0,0.0,0.0,1
C101679,20,3,94856.644,31618.88133333334,14.0,3.0,1.0,0.3333333333333333,0
C112758,167,6,198947.896,33157.98266666667,10.0,4.0,4.0,0.6666666666666666,1
C101801,3,7,108448.0215,15492.5745,7.0,2.0,1.0,0.7142857142857143,0
C105698,241,1,31148.39,31148.39,5.0,3.0,0.0,0.0,1
C104561,-1,4,42878.0755,10719.518875,13.0,4.0,0.0,0.5,0
C107126,201,3,54020.476,18006.825333333334,7.0,1.0,0.0,0.3333333333333333,1
C103792,35,11,359794.05449999997,32708.550409090905,4.0,0.0,2.0,0.5454545454545454,0
C101455,1,4,84609.395,21152.348749999997,8.0,1.0,0.0,0.5,0
C101066,130,2,24509.238,12254.619,12.0,4.0,1.0,1.0,1
C110224,846,1,33892.656,33892.656,9.0,3.0,0.0,1.0,1
C110376,-1,4,50961.996,12740.499,7.0,1.0,0.0,0.5,0
C111448,242,2,65269.746,32634.873,5.0,2.0,1.0,0.5,1
C106171,82,3,55966.3385,18655.446166666665,6.0,3.0,0.0,0.6666666666666666,0
C108627,208,7,186130.9805,26590.140071428574,8.0,2.0,0.0,0.2857142857142857,1
C114160,28,1,15921.152999999998,15921.152999999998,6.0,2.0,0.0,1.0,0
C111137,0,2,49256.444,24628.222,6.0,3.0,2.0,0.5,0
C101255,1,2,38108.11,19054.055,6.0,2.0,0.0,0.0,0
C113780,22,6,183330.156,30555.026,7.0,3.0,1.0,0.16666666666666666,0
C100203,293,2,57673.353,28836.6765,7.0,1.0,2.0,1.0,1
C101646,106,5,88138.288,17627.6576,8.0,2.0,0.0,0.8,1
C114127,40,3,26584.156,8861.385333333334,16.0,5.0,0.0,1.0,0
C101510,36,4,57835.276,14458.819,6.0,2.0,1.0,0.5,0
C107415,193,1,66008.709,66008.709,6.0,3.0,0.0,1.0,1
C113032,182,2,21666.5435,10833.27175,9.0,2.0,0.0,0.5,1
C105876,9,6,87947.6285,14657.938083333334,7.0,2.0,1.0,0.3333333333333333,0
C108585,5,5,93274.257,18654.8514,6.0,2.0,0.0,0.8,0
C112600,7,4,52362.871499999994,13090.717874999998,9.0,3.0,0.0,0.75,0
C104811,57,5,134640.5055,26928.1011,9.0,3.0,1.0,0.6,0
C105854,4,3,55797.605500000005,18599.201833333333,6.0,2.0,1.0,0.6666666666666666,0
C108123,63,2,47670.417499999996,23835.208749999998,3.0,0.0,0.0,0.5,0
C112398,112,7,132396.4285,18913.775499999996,13.0,3.0,0.0,0.42857142857142855,1
C113123,173,1,34700.994999999995,34700.994999999995,8.0,2.0,0.0,1.0,1
C102308,4,4,88742.846,22185.7115,7.0,3.0,0.0,0.5,0
C111712,569,4,119128.2805,29782.070125,5.0,0.0,0.0,0.25,1
C100045,88,1,8290.83,8290.83,9.0,2.0,0.0,0.0,0
C104462,178,4,102314.067,25578.516750000003,9.0,1.0,0.0,0.5,1
C106317,351,1,25107.53,25107.53,5.0,3.0,0.0,0.0,1
C105528,151,3,59023.600999999995,19674.533666666666,13.0,6.0,0.0,0.6666666666666666,1
C101424,47,2,54325.6855,27162.84275,8.0,2.0,1.0,1.0,0
C106809,-1,2,74142.458,37071.229,8.0,1.0,1.0,0.5,0
C104803,81,3,56687.613,18895.871,7.0,1.0,0.0,0.3333333333333333,0
C107302,36,1,4841.88,4841.88,13.0,4.0,0.0,0.0,0
C104141,37,3,21292.818,7097.606,7.0,3.0,0.0,0.6666666666666666,0
C104854,64,10,178989.9295,17898.99295,7.0,4.0,2.0,0.7,0
C104050,208,2,120835.76999999999,60417.884999999995,9.0,3.0,1.0,0.0,1
C106947,244,1,15749.86,15749.86,6.0,1.0,0.0,0.0,1
C108365,265,1,22092.15,22092.15,5.0,1.0,1.0,0.0,1
C101595,72,5,146926.519,29385.3038,12.0,5.0,0.0,0.2,0
C100813,0,10,310219.6465,31021.964649999998,7.0,0.0,1.0,0.3,0
C109794,126,1,48781.789,48781.789,9.0,4.0,0.0,1.0,1
C104190,2,3,130447.3525,43482.450833333336,10.0,2.0,1.0,0.3333333333333333,0
C100136,17,2,37132.92,18566.46,5.0,2.0,0.0,1.0,0
C100271,14,5,89004.131,17800.8262,7.0,2.0,1.0,0.6,0
C110773,73,2,34257.674,17128.837,7.0,2.0,0.0,0.5,0
C113276,263,2,66222.459,33111.2295,10.0,6.0,0.0,0.5,1
C114084,28,6,40279.13,6713.188333333333,6.0,3.0,0.0,0.6666666666666666,0
C111164,16,4,117262.86249999999,29315.715624999997,9.0,2.0,1.0,1.0,0
C103054,256,2,42741.734,21370.867,9.0,5.0,1.0,0.5,1
C105005,94,2,27607.6795,13803.83975,6.0,3.0,0.0,0.5,1
C101427,223,3,78570.79,26190.263333333332,9.0,2.0,0.0,0.3333333333333333,1
C100392,15,1,8796.7815,8796.7815,7.0,2.0,1.0,1.0,0
C112568,16,1,15446.25,15446.25,7.0,6.0,0.0,0.0,0
C103361,94,4,157544.06350000002,39386.015875,8.0,2.0,0.0,0.5,1
C109069,179,2,16313.170000000002,8156.585000000001,5.0,0.0,0.0,0.0,1
C104270,22,3,55674.64199999999,18558.214,8.0,3.0,0.0,1.0,0
C114962,55,11,228482.2665,20771.115136363635,9.0,1.0,2.0,0.6363636363636364,0
C109328,11,3,58358.59,19452.86333333333,10.0,2.0,3.0,1.0,0
C109119,205,2,9669.435,4834.7175,7.0,3.0,0.0,0.5,1
C104544,185,2,50037.384,25018.692000000003,8.0,3.0,0.0,0.5,1
C101316,96,3,109545.4095,36515.1365,8.0,2.0,0.0,1.0,1
C101322,65,6,53769.2285,8961.538083333333,8.0,3.0,0.0,0.8333333333333334,0
C100006,211,2,51078.005000000005,25539.002500000002,10.0,3.0,2.0,1.0,1
C113389,186,4,42235.01,10558.7525,4.0,0.0,0.0,0.0,1
C101009,9,2,45597.2875,22798.64375,5.0,0.0,0.0,0.5,0
C111707,26,7,248204.378,35457.768285714286,6.0,2.0,2.0,0.42857142857142855,0
C102080,15,4,111851.87599999999,27962.968999999997,8.0,2.0,0.0,0.25,0
C114015,344,2,72908.816,36454.408,10.0,2.0,0.0,0.5,1
C114694,14,1,16630.48,16630.48,9.0,2.0,0.0,0.0,0
C111811,55,2,41891.559,20945.7795,10.0,3.0,0.0,1.0,0
C103390,9,1,395.20000000000005,395.20000000000005,8.0,2.0,0.0,1.0,0
C110080,613,1,3728.52,3728.52,10.0,4.0,0.0,1.0,1
C110162,41,8,240119.07749999998,30014.884687499998,5.0,2.0,0.0,0.75,0
C108340,189,4,56481.1315,14120.282875,14.0,7.0,1.0,0.5,1
C105035,4,2,30515.6475,15257.82375,2.0,0.0,1.0,1.0,0
C103515,10,2,38789.072499999995,19394.536249999997,7.0,4.0,0.0,0.5,0
C110248,181,3,53371.18,17790.393333333333,6.0,1.0,0.0,0.3333333333333333,1
C109057,121,3,83515.25,27838.416666666668,8.0,4.0,0.0,0.0,1
C108667,4,3,68965.394,22988.464666666667,6.0,3.0,1.0,0.6666666666666666,0
C108769,22,5,92305.4315,18461.0863,8.0,2.0,2.0,0.6,0
C107411,814,1,27043.46,27043.46,6.0,1.0,0.0,0.0,1
C108078,168,3,47461.8465,15820.6155,9.0,2.0,0.0,1.0,1
C110911,0,1,5832.170999999999,5832.170999999999,10.0,2.0,0.0,1.0,0
C112511,35,1,7622.55,7622.55,7.0,1.0,0.0,0.0,0
C110804,124,8,170830.0135,21353.7516875,8.0,3.0,2.0,0.25,1
C109158,177,1,384.516,384.516,12.0,4.0,0.0,1.0,1
C112861,339,1,11524.336,11524.336,11.0,5.0,0.0,1.0,1
C105158,743,1,25710.296000000002,25710.296000000002,7.0,1.0,0.0,1.0,1
C112565,28,8,127650.332,15956.2915,7.0,3.0,0.0,0.75,0
C100294,84,1,9578.583999999999,9578.583999999999,8.0,2.0,0.0,1.0,0
C105911,56,2,70634.2725,35317.13625,7.0,3.0,0.0,1.0,0
C113782,332,3,65741.007,21913.668999999998,14.0,5.0,2.0,0.6666666666666666,1
C113737,143,3,112957.714,37652.57133333333,7.0,2.0,2.0,0.6666666666666666,1
C109653,70,8,214088.686,26761.085750000002,6.0,1.0,2.0,0.5,0
C113589,121,3,131862.213,43954.070999999996,9.0,3.0,1.0,0.3333333333333333,1
C106185,213,2,75678.81049999999,37839.40525,10.0,3.0,0.0,0.5,1
C112084,221,1,7281.559,7281.559,10.0,1.0,0.0,1.0,1
C101603,14,2,26742.702,13371.351,8.0,2.0,0.0,0.5,0
C108313,47,7,131861.5735,18837.36764285714,8.0,2.0,2.0,0.42857142857142855,0
C100653,264,1,30047.5595,30047.5595,8.0,2.0,0.0,1.0,1
C113637,18,4,86520.2655,21630.066375000002,5.0,1.0,2.0,0.75,0
C113275,54,2,46643.787,23321.8935,8.0,3.0,0.0,1.0,0
C108432,1,3,21520.347999999998,7173.449333333333,11.0,4.0,0.0,0.3333333333333333,0
C114840,0,1,14828.094000000001,14828.094000000001,5.0,2.0,0.0,1.0,0
C112787,15,8,158682.4925,19835.3115625,6.0,4.0,2.0,0.5,0
C102636,42,3,76022.77649999999,25340.925499999998,8.0,3.0,0.0,0.3333333333333333,0
C105062,246,2,68817.599,34408.799499999994,4.0,0.0,0.0,0.5,1
C114451,29,3,33784.172000000006,11261.390666666668,5.0,2.0,0.0,0.3333333333333333,0
C104023,78,5,65479.508499999996,13095.901699999999,19.0,6.0,0.0,0.6,0
C106531,43,5,81396.821,16279.3642,9.0,2.0,1.0,0.4,0
C105475,350,1,33013.3,33013.3,5.0,2.0,0.0,0.0,1
C110146,20,3,58660.926999999996,19553.642333333333,11.0,3.0,0.0,0.6666666666666666,0
C112967,92,1,32132.26,32132.26,7.0,0.0,0.0,0.0,1
C103408,108,1,7478.880000000001,7478.880000000001,8.0,2.0,0.0,1.0,1
C112173,503,3,23584.129500000003,7861.376500000001,6.0,1.0,0.0,0.3333333333333333,1
C112947,63,1,6430.27,6430.27,9.0,3.0,0.0,0.0,0
