customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total_score,rfm_segment
C107191,191,4,80036.3715,2,4,4,10,Cannot Lose Them
C107192,692,1,14297.24,1,1,1,3,Lost
C107193,146,2,17088.97,2,3,1,6,At Risk
C107194,55,3,92755.25200000001,4,3,4,11,Loyal Customers
C107195,85,5,168231.7575,3,5,5,13,Loyal Customers
C107196,217,7,118644.474,2,5,5,12,Cannot Lose Them
C107198,23,4,65072.691999999995,4,4,4,12,Champions
C107199,82,1,3263.87,3,1,1,5,Hibernating
C107200,119,5,141422.0125,3,5,5,13,Loyal Customers
C107201,95,4,63024.806,3,4,3,10,Loyal Customers
C107202,24,5,119086.1055,4,5,5,14,Champions
C107203,122,5,116737.076,3,5,5,13,Loyal Customers
C107205,191,1,51259.32000000001,2,1,3,6,Hibernating
C107206,169,5,81687.227,2,5,4,11,Cannot Lose Them
C107207,177,2,80243.13,2,3,4,9,At Risk
C107208,565,2,19192.442,1,3,2,6,At Risk
C107210,234,3,70664.149,2,3,4,9,At Risk
C107212,763,1,23571.940000000002,1,1,2,4,Lost
C107213,5,7,135848.893,5,5,5,15,Champions
C107214,0,4,78134.414,5,4,4,13,Champions
C107216,112,2,28598.216,3,3,2,8,Loyal Customers
C107217,11,7,98822.035,5,5,4,14,Champions
C107218,39,2,27668.876,4,3,2,9,Loyal Customers
C107219,272,1,4450.398499999999,2,1,1,4,Lost
C107220,525,2,75449.33,1,3,4,8,At Risk
C107221,36,9,155071.2325,4,5,5,14,Champions
C107223,201,4,103973.75,2,4,4,10,Cannot Lose Them
C107224,227,2,118184.472,2,3,5,10,At Risk
C107225,54,1,37476.59,4,1,3,8,New Customers
C107226,373,2,54797.564,1,3,3,7,At Risk
C107227,532,1,22263.4465,1,1,2,4,Lost
C107229,143,3,60808.6775,2,3,3,8,At Risk
C107230,2,4,118888.5135,5,4,5,14,Champions
C107232,116,3,74044.932,3,3,4,10,Loyal Customers
C107234,791,1,12015.17,1,1,1,3,Lost
C107237,3,3,41581.759999999995,5,3,3,11,Loyal Customers
C107238,139,6,155978.76799999998,3,5,5,13,Loyal Customers
C107239,303,2,53482.611000000004,1,3,3,7,At Risk
C107240,160,2,14030.7655,2,3,1,6,At Risk
C107241,90,3,24968.706,3,3,2,8,Loyal Customers
C107243,56,7,146691.982,4,5,5,14,Champions
C107244,95,2,27912.1845,3,3,2,8,Loyal Customers
C107246,320,1,26773.93,1,1,2,4,Lost
C107248,212,1,3960.1530000000002,2,1,1,4,Lost
C107249,119,4,99709.3605,3,4,4,11,Loyal Customers
C107250,41,2,19337.8645,4,3,2,9,Loyal Customers
C107251,185,3,30162.176,2,3,2,7,At Risk
C107252,265,4,69733.5115,2,4,4,10,Cannot Lose Them
C107253,47,3,47223.7325,4,3,3,10,Loyal Customers
C107254,2,2,66212.926,5,3,4,12,Loyal Customers
C107256,472,4,115709.6325,1,4,5,10,Cannot Lose Them
C107257,59,9,218171.89549999998,4,5,5,14,Champions
C107258,170,1,6628.977,2,1,1,4,Lost
C107263,89,1,45421.35,3,1,3,7,Potential Loyalists
C107264,63,1,15461.297499999999,3,1,1,5,Hibernating
C107266,4,6,110416.0005,5,5,5,15,Champions
C107268,19,4,84939.686,5,4,4,13,Champions
C107269,96,5,100107.2225,3,5,4,12,Loyal Customers
C107271,162,6,115095.859,2,5,5,12,Cannot Lose Them
C107272,107,1,12907.87,3,1,1,5,Hibernating
C107273,-1,7,121925.223,5,5,5,15,Champions
C107274,114,6,88708.81,3,5,4,12,Loyal Customers
C107275,154,3,64752.871999999996,2,3,4,9,At Risk
C107276,117,3,41118.778,3,3,3,9,Loyal Customers
C107280,256,2,4963.362499999999,2,3,1,6,At Risk
C107282,26,2,32269.231,4,3,2,9,Loyal Customers
C107283,270,1,29532.251,2,1,2,5,Lost
C107285,2,7,136154.2975,5,5,5,15,Champions
C107288,48,1,16367.892,4,1,1,6,New Customers
C107289,182,4,66788.532,2,4,4,10,Cannot Lose Them
C107290,15,3,53881.936,5,3,3,11,Loyal Customers
C107291,249,2,60646.99,2,3,3,8,At Risk
C107294,520,2,74952.072,1,3,4,8,At Risk
C107296,496,2,37016.5065,1,3,2,6,At Risk
C107297,161,2,47186.237,2,3,3,8,At Risk
C107298,247,4,88895.326,2,4,4,10,Cannot Lose Them
C107299,1016,1,1687.62,1,1,1,3,Lost
C107300,202,1,14549.22,2,1,1,4,Lost
C107301,344,1,15825.6,1,1,1,3,Lost
C107302,36,1,4841.88,4,1,1,6,New Customers
C107304,16,1,62135.979999999996,5,1,3,9,New Customers
C107305,5,4,129251.79299999999,5,4,5,14,Champions
C107306,339,1,14373.648000000001,1,1,1,3,Lost
C107307,176,1,5582.464,2,1,1,4,Lost
C107308,340,3,93731.677,1,3,4,8,At Risk
C107310,168,7,136978.9775,2,5,5,12,Cannot Lose Them
C107314,110,1,41156.564999999995,3,1,3,7,Potential Loyalists
C107315,250,4,39078.865,2,4,3,9,At Risk
C107316,118,6,203789.5845,3,5,5,13,Loyal Customers
C107317,67,1,30978.129999999997,3,1,2,6,Hibernating
C107319,14,4,45883.468,5,4,3,12,Loyal Customers
C107320,85,2,37408.5535,3,3,3,9,Loyal Customers
C107321,599,1,59784.01299999999,1,1,3,5,Hibernating
C107322,79,12,316063.211,3,5,5,13,Loyal Customers
C107324,211,3,36025.8985,2,3,2,7,At Risk
C107325,44,6,135049.5045,4,5,5,14,Champions
C107327,12,4,112616.275,5,4,5,14,Champions
C107329,149,1,9454.158000000001,2,1,1,4,Lost
C107330,41,2,47907.81,4,3,3,10,Loyal Customers
C107331,12,9,141953.2775,5,5,5,15,Champions
C107332,52,8,91982.4675,4,5,4,13,Champions
C107333,402,2,56936.95,1,3,3,7,At Risk
C107335,678,1,3201.606,1,1,1,3,Lost
C107336,82,5,100299.38799999999,3,5,4,12,Loyal Customers
C107337,169,6,164200.6915,2,5,5,12,Cannot Lose Them
C107338,16,8,138981.3565,5,5,5,15,Champions
C107339,296,4,131052.133,1,4,5,10,Cannot Lose Them
C107340,13,5,174656.465,5,5,5,15,Champions
C107343,56,2,39836.4975,4,3,3,10,Loyal Customers
C107344,1,3,40679.421,5,3,3,11,Loyal Customers
C107345,352,2,56424.752,1,3,3,7,At Risk
C107349,-1,7,161901.9985,5,5,5,15,Champions
C107350,562,2,40954.642,1,3,3,7,At Risk
C107352,404,7,174800.3475,1,5,5,11,Cannot Lose Them
C107353,102,1,37562.86,3,1,3,7,Potential Loyalists
C107354,53,1,20447.23,4,1,2,7,New Customers
C107357,423,1,9505.17,1,1,1,3,Lost
C107358,250,2,91550.742,2,3,4,9,At Risk
C107359,24,4,48662.281500000005,4,4,3,11,Loyal Customers
C107360,41,1,18121.46,4,1,1,6,New Customers
C107361,96,1,16202.36,3,1,1,5,Hibernating
C107362,44,3,55752.5615,4,3,3,10,Loyal Customers
C107363,64,3,72043.52900000001,3,3,4,10,Loyal Customers
C107364,46,1,11846.76,4,1,1,6,New Customers
C107365,307,2,22792.3815,1,3,2,6,At Risk
C107369,232,1,3923.46,2,1,1,4,Lost
C107370,10,5,93119.192,5,5,4,14,Champions
C107371,113,2,41204.3155,3,3,3,9,Loyal Customers
C107372,43,5,63960.390499999994,4,5,4,13,Champions
C107373,11,4,83712.12,5,4,4,13,Champions
C107375,76,2,52076.2705,3,3,3,9,Loyal Customers
C107376,185,1,24007.8165,2,1,2,5,Lost
C107377,5,2,39988.621499999994,5,3,3,11,Loyal Customers
C107378,86,1,2961.7315,3,1,1,5,Hibernating
C107379,131,2,34165.947,3,3,2,8,Loyal Customers
C107380,248,2,14558.748,2,3,1,6,At Risk
C107383,554,1,21657.5495,1,1,2,4,Lost
C107384,204,1,13987.3725,2,1,1,4,Lost
C107385,183,4,56054.612,2,4,3,9,At Risk
C107386,323,1,6583.032000000001,1,1,1,3,Lost
C107387,112,2,72358.60800000001,3,3,4,10,Loyal Customers
C107388,21,3,131751.2725,4,3,5,12,Loyal Customers
C107390,104,1,21298.568000000003,3,1,2,6,Hibernating
C107391,10,1,10219.225999999999,5,1,1,7,New Customers
C107392,71,3,53127.736,3,3,3,9,Loyal Customers
C107393,118,2,31400.764000000003,3,3,2,8,Loyal Customers
C107395,33,5,117940.902,4,5,5,14,Champions
C107396,501,3,120892.412,1,3,5,9,At Risk
C107400,129,1,1170.7305,3,1,1,5,Hibernating
C107402,60,2,30920.771499999995,4,3,2,9,Loyal Customers
C107403,14,4,67482.2545,5,4,4,13,Champions
C107404,201,3,34979.636,2,3,2,7,At Risk
C107405,5,8,97101.689,5,5,4,14,Champions
C107406,31,2,33834.992,4,3,2,9,Loyal Customers
C107407,263,2,24062.15,2,3,2,7,At Risk
C107408,20,8,151782.8875,5,5,5,15,Champions
C107409,2,2,62858.389500000005,5,3,3,11,Loyal Customers
C107411,814,1,27043.46,1,1,2,4,Lost
C107412,237,2,16448.678,2,3,1,6,At Risk
C107414,56,2,32242.504,4,3,2,9,Loyal Customers
C107415,193,1,66008.709,2,1,4,7,Hibernating
C107416,186,6,82143.807,2,5,4,11,Cannot Lose Them
C107417,62,9,187973.514,4,5,5,14,Champions
C107418,104,1,1029.114,3,1,1,5,Hibernating
C107419,40,2,9582.82,4,3,1,8,Loyal Customers
C107420,107,3,72190.6575,3,3,4,10,Loyal Customers
C107421,257,1,71215.209,2,1,4,7,Hibernating
C107422,32,6,110496.7265,4,5,5,14,Champions
C107423,531,2,62332.76,1,3,3,7,At Risk
C107424,15,1,43407.4,5,1,3,9,New Customers
C107426,175,4,142106.6025,2,4,5,11,Cannot Lose Them
C107429,350,1,16279.49,1,1,1,3,Lost
C107431,94,4,73945.199,3,4,4,11,Loyal Customers
C107432,343,1,4470.804499999999,1,1,1,3,Lost
C107434,-1,15,221476.258,5,5,5,15,Champions
C107436,108,3,86007.223,3,3,4,10,Loyal Customers
C107437,439,1,14397.12,1,1,1,3,Lost
C107438,675,1,15126.669,1,1,1,3,Lost
C107439,23,2,15682.6785,4,3,1,8,Loyal Customers
C107440,98,2,32049.589,3,3,2,8,Loyal Customers
C107442,76,8,167553.81900000002,3,5,5,13,Loyal Customers
C107445,68,4,73618.91350000001,3,4,4,11,Loyal Customers
C107446,63,2,32101.000000000004,3,3,2,8,Loyal Customers
C107451,36,5,83076.412,4,5,4,13,Champions
C107452,461,1,14918.85,1,1,1,3,Lost
C107454,74,3,55638.9095,3,3,3,9,Loyal Customers
C107455,146,1,15177.753,2,1,1,4,Lost
C107456,200,2,35236.393,2,3,2,7,At Risk
C107458,13,8,127422.152,5,5,5,15,Champions
C107461,36,4,99427.09599999999,4,4,4,12,Champions
C107462,74,1,20187.33,3,1,2,6,Hibernating
C107463,242,1,13318.677000000001,2,1,1,4,Lost
C107464,228,4,87796.039,2,4,4,10,Cannot Lose Them
C107466,60,3,30004.255,4,3,2,9,Loyal Customers
C107470,1,5,78978.632,5,5,4,14,Champions
C107472,70,3,33252.1285,3,3,2,8,Loyal Customers
C107473,92,2,32988.359,3,3,2,8,Loyal Customers
C107474,332,1,18979.2995,1,1,2,4,Lost
C107476,141,1,6779.906,2,1,1,4,Lost
C107477,642,1,33274.72,1,1,2,4,Lost
C107479,231,4,114748.73300000001,2,4,5,11,Cannot Lose Them
C107481,430,6,76283.9155,1,5,4,10,Cannot Lose Them
C107483,134,5,150939.943,3,5,5,13,Loyal Customers
C107484,15,7,131761.4315,5,5,5,15,Champions
C107485,536,3,22723.9965,1,3,2,6,At Risk
C107487,411,5,116278.3505,1,5,5,11,Cannot Lose Them
C107490,55,2,53882.816,4,3,3,10,Loyal Customers
C107491,256,1,8437.4,2,1,1,4,Lost
C107496,103,9,171813.9455,3,5,5,13,Loyal Customers
C107498,3,3,55848.795,5,3,3,11,Loyal Customers
C107499,72,4,126994.707,3,4,5,12,Loyal Customers
C107501,527,2,54647.65,1,3,3,7,At Risk
C107502,58,2,8170.599499999999,4,3,1,8,Loyal Customers
C107503,143,1,781.915,2,1,1,4,Lost
C107504,716,1,15221.152,1,1,1,3,Lost
C107505,47,10,212769.777,4,5,5,14,Champions
C107506,31,7,150844.8925,4,5,5,14,Champions
C107507,274,2,13255.257,2,3,1,6,At Risk
C107508,661,1,2633.691,1,1,1,3,Lost
C107509,248,2,11907.510000000002,2,3,1,6,At Risk
C107510,349,2,34049.781,1,3,2,6,At Risk
C107512,204,1,20891.7445,2,1,2,5,Lost
C107513,38,3,45695.2515,4,3,3,10,Loyal Customers
C107516,19,8,195906.9365,5,5,5,15,Champions
C107517,43,2,19004.485,4,3,2,9,Loyal Customers
C107518,8,1,3066.93,5,1,1,7,New Customers
C107519,147,1,13064.74,2,1,1,4,Lost
C107522,3,6,95815.7885,5,5,4,14,Champions
C107524,210,1,28963.035000000003,2,1,2,5,Lost
C107525,84,3,21603.09,3,3,2,8,Loyal Customers
C107526,93,4,51447.8345,3,4,3,10,Loyal Customers
C107530,43,3,47253.75,4,3,3,10,Loyal Customers
C107532,3,3,102071.77,5,3,4,12,Loyal Customers
C107534,246,1,23498.3,2,1,2,5,Lost
C107537,-1,6,77348.7645,5,5,4,14,Champions
C107538,15,10,245526.21899999998,5,5,5,15,Champions
C107540,8,5,109846.296,5,5,5,15,Champions
C107542,30,3,80733.0445,4,3,4,11,Loyal Customers
C107545,317,5,140135.229,1,5,5,11,Cannot Lose Them
C107546,66,2,20173.087,3,3,2,8,Loyal Customers
C107547,181,2,56667.741,2,3,3,8,At Risk
C107548,296,7,144093.76200000002,1,5,5,11,Cannot Lose Them
C107549,156,6,105399.3735,2,5,4,11,Cannot Lose Them
C107550,826,1,2199.472,1,1,1,3,Lost
C107553,111,1,3804.7,3,1,1,5,Hibernating
C107554,17,12,261872.01,5,5,5,15,Champions
C107555,265,1,21047.839999999997,2,1,2,5,Lost
C107556,48,4,49603.0555,4,4,3,11,Loyal Customers
C107557,4,4,43400.7325,5,4,3,12,Loyal Customers
C107558,512,1,47417.102999999996,1,1,3,5,Hibernating
C107559,13,3,40867.779,5,3,3,11,Loyal Customers
C107560,129,1,12427.98,3,1,1,5,Hibernating
C107561,13,1,4238.976,5,1,1,7,New Customers
C107562,68,6,237458.79700000002,3,5,5,13,Loyal Customers
C107563,143,2,24654.761,2,3,2,7,At Risk
C107564,20,2,85538.51200000002,5,3,4,12,Loyal Customers
C107565,108,1,10035.784,3,1,1,5,Hibernating
C107567,8,2,19723.78,5,3,2,10,Loyal Customers
C107569,287,1,17661.440000000002,2,1,1,4,Lost
C107570,178,6,130485.253,2,5,5,12,Cannot Lose Them
C107572,50,4,82145.569,4,4,4,12,Champions
C107573,249,2,47884.0825,2,3,3,8,At Risk
C107574,318,2,65712.7175,1,3,4,8,At Risk
C107576,165,4,128661.332,2,4,5,11,Cannot Lose Them
C107578,42,2,23300.002,4,3,2,9,Loyal Customers
C107579,246,2,15367.244,2,3,1,6,At Risk
C107582,8,1,17788.34,5,1,1,7,New Customers
C107583,17,7,146143.69,5,5,5,15,Champions
C107584,6,7,152557.0265,5,5,5,15,Champions
C107585,384,1,14931.457,1,1,1,3,Lost
C107586,0,5,97300.928,5,5,4,14,Champions
C107588,113,4,101561.58,3,4,4,11,Loyal Customers
C107591,3,5,197400.4775,5,5,5,15,Champions
C107594,422,4,54091.896,1,4,3,8,At Risk
C107595,0,13,231527.2085,5,5,5,15,Champions
C107597,65,3,37043.480500000005,3,3,2,8,Loyal Customers
C107598,291,3,76241.4595,1,3,4,8,At Risk
C107599,52,2,20584.815,4,3,2,9,Loyal Customers
C107600,48,4,75858.488,4,4,4,12,Champions
C107602,61,4,104874.0385,4,4,4,12,Champions
C107604,131,2,83509.854,3,3,4,10,Loyal Customers
C107605,20,1,30132.873,5,1,2,8,New Customers
C107606,20,2,39791.92,5,3,3,11,Loyal Customers
C107609,451,1,9916.623,1,1,1,3,Lost
C107610,378,1,12993.14,1,1,1,3,Lost
C107613,257,2,41909.758,2,3,3,8,At Risk
C107614,14,2,33717.009,5,3,2,10,Loyal Customers
C107616,55,5,70585.283,4,5,4,13,Champions
C107617,797,1,8491.184,1,1,1,3,Lost
C107618,123,2,17820.79,3,3,1,7,Loyal Customers
C107619,181,5,174441.6315,2,5,5,12,Cannot Lose Them
C107620,1028,1,13086.369999999999,1,1,1,3,Lost
C107622,118,1,9007.938,3,1,1,5,Hibernating
C107625,303,3,60120.5695,1,3,3,7,At Risk
C107626,83,1,5219.63,3,1,1,5,Hibernating
C107627,142,17,388734.197,2,5,5,12,Cannot Lose Them
C107628,4,4,70973.392,5,4,4,13,Champions
C107629,170,3,86246.57949999999,2,3,4,9,At Risk
C107631,615,1,11712.663,1,1,1,3,Lost
C107634,105,4,104216.754,3,4,4,11,Loyal Customers
C107635,21,1,38497.288,4,1,3,8,New Customers
C107636,677,1,12218.1685,1,1,1,3,Lost
C107637,13,5,194679.795,5,5,5,15,Champions
C107639,58,2,49936.865999999995,4,3,3,10,Loyal Customers
C107640,101,3,29348.393000000004,3,3,2,8,Loyal Customers
C107642,298,4,82458.916,1,4,4,9,Cannot Lose Them
C107643,46,6,142095.3515,4,5,5,14,Champions
C107644,119,1,36123.674,3,1,2,6,Hibernating
C107645,963,1,13398.218499999999,1,1,1,3,Lost
C107646,45,1,5166.76,4,1,1,6,New Customers
C107647,553,4,71353.98449999999,1,4,4,9,Cannot Lose Them
C107648,26,6,68936.8725,4,5,4,13,Champions
C107649,5,1,24426.304,5,1,2,8,New Customers
C107651,9,9,225152.8325,5,5,5,15,Champions
C107653,108,6,67398.023,3,5,4,12,Loyal Customers
C107654,264,6,119219.019,2,5,5,12,Cannot Lose Them
C107655,200,1,23944.52,2,1,2,5,Lost
C107656,132,3,59952.927500000005,3,3,3,9,Loyal Customers
C107658,72,8,161367.7325,3,5,5,13,Loyal Customers
C107660,5,1,22331.4695,5,1,2,8,New Customers
C107661,314,2,15032.902,1,3,1,5,At Risk
C107662,91,7,105495.9895,3,5,4,12,Loyal Customers
C107664,221,3,18082.716000000004,2,3,1,6,At Risk
C107667,377,1,15377.21,1,1,1,3,Lost
C107669,14,6,162964.595,5,5,5,15,Champions
C107670,57,6,79612.52249999999,4,5,4,13,Champions
C107671,3,4,104376.573,5,4,4,13,Champions
C107674,121,2,61927.86,3,3,3,9,Loyal Customers
C107675,26,10,203299.8505,4,5,5,14,Champions
C107676,609,1,7780.06,1,1,1,3,Lost
C107677,77,3,25113.529499999997,3,3,2,8,Loyal Customers
C107678,133,4,49028.162000000004,3,4,3,10,Loyal Customers
C107679,14,2,87031.62999999999,5,3,4,12,Loyal Customers
C107680,3,7,149958.9325,5,5,5,15,Champions
C107681,1,2,42164.946,5,3,3,11,Loyal Customers
C107682,557,1,10940.231,1,1,1,3,Lost
C107683,107,2,38998.496,3,3,3,9,Loyal Customers
C107685,29,8,97655.61,4,5,4,13,Champions
C107686,262,1,12697.3935,2,1,1,4,Lost
C107688,385,1,37004.2,1,1,2,4,Lost
C107689,360,1,15201.09,1,1,1,3,Lost
C107690,104,4,80225.215,3,4,4,11,Loyal Customers
C107691,56,1,20226.379,4,1,2,7,New Customers
C107692,371,1,53934.11,1,1,3,5,Hibernating
C107695,3,2,4080.475,5,3,1,9,Loyal Customers
C107697,185,3,55020.254,2,3,3,8,At Risk
C107699,279,2,44971.83,2,3,3,8,At Risk
C107701,184,3,95068.36349999999,2,3,4,9,At Risk
C107704,297,3,63636.119,1,3,4,8,At Risk
C107706,215,1,16101.126,2,1,1,4,Lost
C107707,73,2,44423.07,3,3,3,9,Loyal Customers
C107708,242,3,49430.9745,2,3,3,8,At Risk
C107709,29,7,175439.93899999998,4,5,5,14,Champions
C107710,146,4,44887.264500000005,2,4,3,9,At Risk
C107711,127,3,31163.636,3,3,2,8,Loyal Customers
C107712,274,1,42996.29,2,1,3,6,Hibernating
C107713,74,1,4761.66,3,1,1,5,Hibernating
C107714,84,6,141866.6525,3,5,5,13,Loyal Customers
C107715,123,4,101507.496,3,4,4,11,Loyal Customers
C107716,51,2,7835.145,4,3,1,8,Loyal Customers
C107719,255,1,38031.34,2,1,3,6,Hibernating
C107721,42,5,116678.34,4,5,5,14,Champions
C107722,15,8,159687.7775,5,5,5,15,Champions
C107723,902,1,7880.61,1,1,1,3,Lost
C107725,10,10,246678.4085,5,5,5,15,Champions
C107726,150,2,57236.232,2,3,3,8,At Risk
C107729,194,5,156305.55000000002,2,5,5,12,Cannot Lose Them
C107730,38,7,105434.5885,4,5,4,13,Champions
C107731,508,1,8133.292,1,1,1,3,Lost
C107734,18,8,170396.44150000002,5,5,5,15,Champions
C107735,50,10,262107.494,4,5,5,14,Champions
C107737,259,1,33397.88,2,1,2,5,Lost
C107738,709,1,36037.23,1,1,2,4,Lost
C107739,39,2,63163.68149999999,4,3,4,11,Loyal Customers
C107740,73,8,162177.9195,3,5,5,13,Loyal Customers
C107741,453,2,58964.96,1,3,3,7,At Risk
C107742,294,1,1306.584,1,1,1,3,Lost
C107743,498,4,116300.75,1,4,5,10,Cannot Lose Them
C107745,16,4,104429.38,5,4,4,13,Champions
C107746,351,1,25953.449999999997,1,1,2,4,Lost
C107747,56,14,332098.167,4,5,5,14,Champions
C107748,31,11,204966.5575,4,5,5,14,Champions
C107751,110,2,13967.3215,3,3,1,7,Loyal Customers
C107752,323,3,75539.781,1,3,4,8,At Risk
C107753,10,2,21637.218,5,3,2,10,Loyal Customers
C107754,174,5,63647.901,2,5,4,11,Cannot Lose Them
C107755,83,3,98312.07500000001,3,3,4,10,Loyal Customers
C107756,15,2,74248.20999999999,5,3,4,12,Loyal Customers
C107759,82,2,23564.246,3,3,2,8,Loyal Customers
C107760,-1,8,125531.8065,5,5,5,15,Champions
C107761,310,2,43407.031,1,3,3,7,At Risk
C107762,77,3,133570.45,3,3,5,11,Loyal Customers
C107763,8,2,40451.195999999996,5,3,3,11,Loyal Customers
C107765,633,1,9933.69,1,1,1,3,Lost
C107766,1,1,19115.03,5,1,2,8,New Customers
C107767,14,4,76792.55300000001,5,4,4,13,Champions
C107769,29,1,11685.63,4,1,1,6,New Customers
C107770,49,3,38798.598,4,3,3,10,Loyal Customers
C107771,22,8,212954.064,4,5,5,14,Champions
C107772,180,3,79940.046,2,3,4,9,At Risk
C107773,244,1,24478.803,2,1,2,5,Lost
C107777,51,7,144814.451,4,5,5,14,Champions
C107779,30,1,23146.6835,4,1,2,7,New Customers
C107780,94,2,32326.95,3,3,2,8,Loyal Customers
C107781,61,5,101368.178,4,5,4,13,Champions
C107783,52,2,61229.924,4,3,3,10,Loyal Customers
C107785,173,1,63027.264,2,1,3,6,Hibernating
C107786,635,1,3586.45,1,1,1,3,Lost
C107787,751,1,26009.508499999996,1,1,2,4,Lost
C107789,449,1,8142.753999999999,1,1,1,3,Lost
C107790,41,1,10693.232000000002,4,1,1,6,New Customers
C107791,25,6,264272.863,4,5,5,14,Champions
C107792,46,2,21052.8295,4,3,2,9,Loyal Customers
C107793,16,6,162531.4585,5,5,5,15,Champions
C107795,72,4,148756.68,3,4,5,12,Loyal Customers
C107796,494,2,19030.226,1,3,2,6,At Risk
C107798,13,4,77567.797,5,4,4,13,Champions
C107799,365,3,68607.561,1,3,4,8,At Risk
C107800,1,14,370343.4585,5,5,5,15,Champions
C107801,270,3,75575.4,2,3,4,9,At Risk
C107803,44,3,98070.514,4,3,4,11,Loyal Customers
C107804,554,1,9503.895,1,1,1,3,Lost
C107806,60,3,74465.56300000001,4,3,4,11,Loyal Customers
C107807,589,2,56397.212,1,3,3,7,At Risk
C107808,22,10,176238.924,4,5,5,14,Champions
C107809,96,2,10791.306,3,3,1,7,Loyal Customers
C107810,209,2,14537.715,2,3,1,6,At Risk
C107813,163,5,148841.7235,2,5,5,12,Cannot Lose Them
C107814,6,9,241370.1845,5,5,5,15,Champions
C107815,15,2,54862.5475,5,3,3,11,Loyal Customers
C107816,32,8,159902.388,4,5,5,14,Champions
C107818,20,7,174168.19,5,5,5,15,Champions
C107820,52,1,1630.51,4,1,1,6,New Customers
C107822,35,2,33318.6415,4,3,2,9,Loyal Customers
C107825,212,3,51610.782,2,3,3,8,At Risk
C107826,67,8,160295.8335,3,5,5,13,Loyal Customers
C107827,311,2,61000.621,1,3,3,7,At Risk
C107828,189,1,10741.554,2,1,1,4,Lost
C107829,344,5,98793.0805,1,5,4,10,Cannot Lose Them
C107830,194,1,15229.19,2,1,1,4,Lost
C107832,94,2,20476.269,3,3,2,8,Loyal Customers
C107833,373,1,48679.3,1,1,3,5,Hibernating
C107834,39,1,25832.718,4,1,2,7,New Customers
C107839,9,7,186619.5255,5,5,5,15,Champions
C107840,3,16,309320.089,5,5,5,15,Champions
C107841,12,3,12295.931499999999,5,3,1,9,Loyal Customers
C107842,368,2,28841.58,1,3,2,6,At Risk
C107843,94,8,165158.873,3,5,5,13,Loyal Customers
C107844,16,7,134601.91,5,5,5,15,Champions
C107845,0,5,106108.276,5,5,4,14,Champions
C107846,700,1,97610.5,1,1,4,6,Hibernating
C107849,70,6,124285.206,3,5,5,13,Loyal Customers
C107850,55,2,44815.936499999996,4,3,3,10,Loyal Customers
C107851,48,3,69844.186,4,3,4,11,Loyal Customers
C107852,361,1,8524.93,1,1,1,3,Lost
C107853,22,1,12114.818,4,1,1,6,New Customers
C107854,129,2,47817.07,3,3,3,9,Loyal Customers
C107855,695,1,87558.3,1,1,4,6,Hibernating
C107856,352,1,22931.052499999998,1,1,2,4,Lost
C107858,45,2,42274.119,4,3,3,10,Loyal Customers
C107859,25,5,99381.368,4,5,4,13,Champions
C107860,97,7,147395.9225,3,5,5,13,Loyal Customers
C107863,30,1,69378.462,4,1,4,9,New Customers
C107865,6,2,30635.6,5,3,2,10,Loyal Customers
C107866,516,1,6915.496000000001,1,1,1,3,Lost
C107867,65,4,83300.01,3,4,4,11,Loyal Customers
C107868,127,1,6718.536,3,1,1,5,Hibernating
C107869,72,1,38854.78200000001,3,1,3,7,Potential Loyalists
C107870,806,1,26107.2,1,1,2,4,Lost
C107872,3,8,121805.132,5,5,5,15,Champions
C107873,4,7,126644.912,5,5,5,15,Champions
C107877,231,2,40008.76,2,3,3,8,At Risk
C107879,81,6,149993.642,3,5,5,13,Loyal Customers
C107880,54,2,54218.89,4,3,3,10,Loyal Customers
C107881,188,3,50592.428499999995,2,3,3,8,At Risk
C107882,25,4,132454.4055,4,4,5,13,Champions
C107883,66,3,35893.394,3,3,2,8,Loyal Customers
C107884,21,3,44791.938,4,3,3,10,Loyal Customers
C107887,182,2,46702.948000000004,2,3,3,8,At Risk
C107888,288,2,35328.45,2,3,2,7,At Risk
C107891,242,3,93948.7365,2,3,4,9,At Risk
C107892,0,7,142171.935,5,5,5,15,Champions
C107893,361,2,13338.288,1,3,1,5,At Risk
C107894,358,1,5530.42,1,1,1,3,Lost
C107895,14,6,112454.4865,5,5,5,15,Champions
C107896,320,4,75420.988,1,4,4,9,Cannot Lose Them
C107897,2,3,45515.761,5,3,3,11,Loyal Customers
C107898,48,3,64132.653,4,3,4,11,Loyal Customers
C107899,177,4,95742.6815,2,4,4,10,Cannot Lose Them
C107902,495,1,3819.6459999999997,1,1,1,3,Lost
C107903,26,4,59019.944,4,4,3,11,Loyal Customers
C107904,364,1,32274.339999999997,1,1,2,4,Lost
C107907,180,4,81115.218,2,4,4,10,Cannot Lose Them
C107908,135,5,118100.572,3,5,5,13,Loyal Customers
C107909,286,2,27996.88,2,3,2,7,At Risk
C107911,26,7,171719.9975,4,5,5,14,Champions
C107912,95,2,27096.39,3,3,2,8,Loyal Customers
C107913,107,2,49033.263,3,3,3,9,Loyal Customers
C107914,36,7,190148.9,4,5,5,14,Champions
C107915,16,7,87143.496,5,5,4,14,Champions
C107916,4,1,28057.581000000002,5,1,2,8,New Customers
C107917,301,8,125344.1985,1,5,5,11,Cannot Lose Them
